time,height,bme_temp,bme_press,bme_hum,bmp_temp,bmp_press,voc_raw,accel_x,accel_y,accel_z,lin_accel_x,lin_accel_y,lin_accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,euler_x,euler_y,euler_z,quat_w,quat_x,quat_y,quat_z,year,month,day,hour,minute,second,lon,lat,alt,velN,velE,velD,pump_feedback,valven_feedback,valve1_feedback,valve2_feedback,press_1,temp_1,press_2,temp_2,press_3,temp_3,press_4,temp_4
10524,1008.19421,42.03,909.30488,23.91113,42.06000,908.3653,27889,0.03,-0.95,9.82,-0.12,-0.01000,0.06000,-0.18750,0.0,0.1875,-13.0625,-4.0,-15.6875,67.1875,0.875,-5.50000,0.83191,-0.04443,0.01990,-0.55280,2020,8.0,2.0,2.0,55.0,24,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-44.71670,38.20000,46.82102,37.71,-34.19513,38.69000
10525,1008.27411,42.03,909.29445,23.91113,42.06000,908.3575,27886,0.06,-0.96,9.77,-0.09,-0.02000,0.01000,-0.12500,-0.1875,-0.75,-13.0625,-2.875,-16.0625,67.5625,0.9375,-5.50000,0.83014,-0.04449,0.01978,-0.55542,2020,8.0,2.0,2.0,55.0,25,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,47.87318,37.71,-37.35160,38.69000
10527,1008.47333,42.03,909.24246,23.91113,42.06000,908.3379,27886,0.05,-0.99,9.78,-0.1,-0.05000,0.02000,-0.18750,-0.25,0.375,-13.0625,-3.5625,-16.875,67.5625,0.9375,-5.50000,0.83002,-0.04449,0.01978,-0.55560,2020,8.0,2.0,2.0,55.0,26,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-46.82102,38.20000,48.92533,37.71,-34.19513,38.69000
10528,1008.35986,42.03,909.28773,23.91113,42.06000,908.349,27877,0.08,-1.01,9.8,-0.08,-0.07000,0.04000,-0.12500,0.125,-0.625,-13.375,-4.0,-18.25,67.625,0.9375,-5.43750,0.82977,-0.04449,0.01978,-0.55603,2020,8.0,2.0,2.0,55.0,27,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,48.92533,37.71,-33.14297,38.78800
10529,1008.36975,42.03,909.27211,23.91113,42.06000,908.3481,27881,0.05,-0.99,9.83,-0.1,-0.05000,0.07000,-0.18750,0.125,0.3125,-13.0625,-2.875,-16.875,67.5625,0.9375,-5.50000,0.83002,-0.04449,0.01978,-0.55560,2020,8.0,2.0,2.0,55.0,28,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-46.82102,38.20000,48.92533,37.71,-36.29944,38.69000
10530,1008.242,42.03,909.27383,23.91113,42.07000,908.3638,27881,0.09,-0.99,9.8,-0.06,-0.05000,0.04000,-0.06250,-0.0625,-0.8125,-13.0,-3.5625,-16.375,67.75,0.9375,-5.43750,0.82922,-0.04456,0.01971,-0.55682,2020,8.0,2.0,2.0,55.0,29,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,48.92533,37.71,-37.35160,38.69000
10531,1008.4599,42.03,909.25297,23.91113,42.07000,908.3423,27886,0.04,-0.97,9.78,-0.11,-0.03000,0.02000,-0.12500,0.125,0.5625,-13.0,-3.5625,-16.375,67.625,0.9375,-5.43750,0.82971,-0.04449,0.01971,-0.55603,2020,8.0,2.0,2.0,55.0,30,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-46.82102,38.20000,48.92533,37.71,-36.29944,38.78800
10532,1008.60046,42.03,909.26688,23.89844,42.06000,908.3253,27886,0.1,-0.97,9.8,-0.05,-0.04000,0.08000,0.06250,0.0,-0.125,-13.25,-3.5625,-16.75,67.4375,0.9375,-5.50000,0.83051,-0.04449,0.01978,-0.55487,2020,8.0,2.0,2.0,55.0,31,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,46.82102,37.71,-34.19513,38.69000
10533,1008.56989,42.03,909.26168,23.89941,42.06000,908.3284,27892,0.08,-0.96,9.8,-0.07,-0.02000,0.04000,0.00000,0.125,0.5625,-12.5625,-4.0,-16.75,67.5,0.9375,-5.50000,0.83038,-0.04449,0.01978,-0.55511,2020,8.0,2.0,2.0,55.0,32,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-47.87318,38.20000,48.92533,37.71,-36.29944,38.69000
10534,1008.565,42.03,909.2666,23.89844,42.06000,908.3288,27892,0.07,-0.97,9.81,-0.08,-0.03000,0.05000,-0.18750,-0.125,-0.0625,-13.0,-2.875,-16.5,67.5,0.9375,-5.50000,0.83032,-0.04449,0.01978,-0.55518,2020,8.0,2.0,2.0,55.0,33,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-46.82102,38.20000,46.82102,37.71,-37.35160,38.69000
10535,1008.55908,42.03,909.27383,23.89844,42.06000,908.3294,27897,0.1,-0.95,9.79,-0.05,-0.01000,0.03000,-0.12500,0.125,0.5,-22.5625,-5.5625,-27.875,67.5625,0.9375,-5.50000,0.82996,-0.04449,0.01978,-0.55566,2020,8.0,2.0,2.0,55.0,34,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,48.92533,37.71,-33.14297,38.69000
10536,1008.44366,42.03,909.26512,23.89941,42.06000,908.3408,27900,0.03,-0.94,9.8,-0.12,0.00000,0.04000,-0.06250,-0.25,0.3125,-22.25,-5.875,-27.5,67.3125,0.875,-5.50000,0.83118,-0.04443,0.01984,-0.55383,2020,8.0,2.0,2.0,55.0,35,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-46.82102,38.20000,48.92533,37.71,-34.19513,38.69000
10537,1008.55713,42.03,909.24074,23.89941,42.06000,908.3296,27898,0.1,-1.0,9.8,-0.05,-0.06000,0.04000,0.00000,0.1875,-0.5625,-22.5625,-6.6875,-27.0625,67.4375,0.9375,-5.50000,0.83057,-0.04449,0.01984,-0.55481,2020,8.0,2.0,2.0,55.0,36,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,49.97749,37.71,-36.29944,38.69000
10538,1008.63794,42.03,909.2216,23.89844,42.06000,908.3217,27898,0.07,-0.97,9.77,-0.08,-0.03000,0.01000,0.18750,0.0625,0.5,-21.875,-5.25,-26.6875,67.375,0.875,-5.50000,0.83093,-0.04449,0.01984,-0.55420,2020,8.0,2.0,2.0,55.0,37,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,47.87318,37.71,-36.29944,38.69000
10539,1008.56543,42.04,909.25297,23.89941,42.07000,908.3319,27898,0.09,-0.96,9.81,-0.06,-0.02000,0.05000,0.06250,0.0,-0.5625,-22.5625,-6.25,-27.875,67.375,0.875,-5.50000,0.83093,-0.04449,0.01984,-0.55426,2020,8.0,2.0,2.0,55.0,38,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-46.82102,38.20000,47.87318,37.71,-36.29944,38.69000
10540,1008.5058,42.03,909.24074,23.89941,42.06000,908.3347,27906,0.05,-0.97,9.78,-0.1,-0.03000,0.02000,0.06250,-0.0625,-0.0625,-22.5625,-6.25,-27.0625,67.375,0.875,-5.50000,0.83087,-0.04449,0.01984,-0.55432,2020,8.0,2.0,2.0,55.0,39,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,49.97749,37.71,-33.14297,38.78800
10541,1008.41315,42.04,909.25645,23.91113,42.06000,908.3438,27903,0.05,-0.96,9.83,-0.1,-0.02000,0.07000,0.00000,-0.0625,0.3125,-23.0,-5.875,-27.0625,67.375,0.875,-5.50000,0.83087,-0.04449,0.01984,-0.55432,2020,8.0,2.0,2.0,55.0,40,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-47.87318,38.20000,48.92533,37.71,-36.29944,38.69000
10542,1008.44763,42.03,909.26164,23.91113,42.06000,908.3404,27886,0.08,-0.99,9.81,-0.07,-0.05000,0.05000,-0.12500,0.25,-0.125,-21.875,-6.6875,-27.0625,67.5,0.9375,-5.50000,0.83032,-0.04449,0.01978,-0.55518,2020,8.0,2.0,2.0,55.0,41,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-40.50807,38.20000,47.87318,37.71,-36.29944,38.69000
10543,1008.40619,42.04,909.27039,23.91113,42.06000,908.3445,27890,0.04,-0.99,9.79,-0.13,-0.06000,0.01000,-0.06250,0.0625,0.6875,-21.5,-5.875,-26.25,67.5,0.9375,-5.50000,0.83026,-0.04449,0.01978,-0.55530,2020,8.0,2.0,2.0,55.0,42,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-44.71670,38.20000,48.92533,37.808,-36.29944,38.69000
10544,1008.48907,42.03,909.27383,23.91113,42.06000,908.3363,27896,0.06,-0.96,9.84,-0.09,-0.02000,0.08000,0.00000,-0.125,0.125,-23.0,-5.875,-27.875,67.5625,0.9375,-5.50000,0.83002,-0.04449,0.01978,-0.55560,2020,8.0,2.0,2.0,55.0,44,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,47.87318,37.71,-33.14297,38.69000
10545,1008.3609,42.03,909.24426,23.91113,42.06000,908.3489,27896,0.04,-0.96,9.81,-0.11,-0.02000,0.05000,0.06250,-0.0625,0.1875,-22.25,-6.25,-26.6875,67.5625,0.9375,-5.50000,0.83002,-0.04449,0.01978,-0.55560,2020,8.0,2.0,2.0,55.0,45,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-45.76886,39.37600,-44.71670,38.20000,46.82102,37.71,-36.29944,38.69000
10546,1008.47919,42.03,909.24918,23.91113,42.06000,908.3373,27893,0.04,-0.96,9.82,-0.11,-0.02000,0.06000,0.06250,0.0,0.125,-22.25,-5.875,-27.875,67.5,0.9375,-5.50000,0.8302,-0.04449,0.01978,-0.55530,2020,8.0,2.0,2.0,55.0,46,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.29800,48.92533,37.71,-36.29944,38.69000
10548,1008.61133,42.03,909.23375,23.92285,42.06000,908.3243,27893,0.08,-0.95,9.8,-0.07,-0.01000,0.04000,0.00000,0.1875,0.375,-22.5625,-6.6875,-27.5625,67.5,0.9375,-5.50000,0.83032,-0.04449,0.01978,-0.55518,2020,8.0,2.0,2.0,55.0,47,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,48.92533,37.71,-34.19513,38.69000
10549,1008.42792,42.03,909.24074,23.92285,42.06000,908.3423,27885,0.08,-0.95,9.82,-0.08,-0.01000,0.06000,0.00000,0.0625,0.375,-21.875,-5.5625,-26.6875,67.625,0.9375,-5.43750,0.82977,-0.04449,0.01978,-0.55597,2020,8.0,2.0,2.0,55.0,48,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-47.87318,38.20000,46.82102,37.71,-34.19513,38.69000
10550,1008.55017,42.03,909.23375,23.92285,42.06000,908.3303,27882,0.08,-0.97,9.8,-0.08,-0.03000,0.04000,-0.12500,0.0,-0.4375,-21.5,-5.875,-28.375,67.6875,0.9375,-5.43750,0.82928,-0.04456,0.01971,-0.55670,2020,8.0,2.0,2.0,55.0,49,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,48.92533,37.71,-34.19513,38.69000
10551,1008.58173,42.03,909.23375,23.92285,42.06000,908.3272,27878,0.04,-0.96,9.8,-0.11,-0.03000,0.04000,-0.06250,0.0625,-0.125,-22.5625,-5.875,-27.875,67.6875,0.9375,-5.43750,0.82935,-0.04456,0.01971,-0.55664,2020,8.0,2.0,2.0,55.0,50,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-44.71670,38.20000,48.92533,37.71,-36.29944,38.69000
10552,1008.48218,42.03,909.28227,23.92285,42.06000,908.337,27882,0.06,-0.93,9.8,-0.1,0.00000,0.04000,-0.06250,-0.0625,-0.0625,-21.5,-6.6875,-27.5,67.75,0.9375,-5.43750,0.82922,-0.04456,0.01971,-0.55682,2020,8.0,2.0,2.0,55.0,51,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-45.76886,39.37600,-44.71670,38.20000,47.87318,37.71,-34.19513,38.69000
10553,1008.42596,42.03,909.23902,23.93457,42.06000,908.3425,27872,0.07,-0.95,9.79,-0.08,-0.01000,0.03000,-0.18750,0.0,0.8125,-21.875,-6.25,-27.875,67.6875,0.9375,-5.43750,0.82953,-0.04449,0.01971,-0.55634,2020,8.0,2.0,2.0,55.0,52,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,47.87318,37.71,-34.19513,38.69000
10554,1008.48999,42.03,909.22855,23.93457,42.06000,908.3362,27873,0.04,-0.96,9.81,-0.11,-0.02000,0.05000,0.06250,0.125,0.375,-22.5625,-5.5625,-27.875,67.5625,0.9375,-5.50000,0.83008,-0.04449,0.01978,-0.55554,2020,8.0,2.0,2.0,55.0,53,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-47.87318,38.20000,47.87318,37.71,-36.29944,38.69000
10555,1008.49493,42.03,909.25297,23.93457,42.06000,908.3357,27861,0.09,-0.96,9.8,-0.07,-0.02000,0.04000,-0.12500,-0.0625,-0.6875,-22.5625,-6.25,-26.6875,67.75,0.9375,-5.43750,0.82898,-0.04456,0.01965,-0.55719,2020,8.0,2.0,2.0,55.0,54,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-46.82102,38.20000,48.92533,37.71,-31.03865,38.69000
10556,1008.68274,42.03,909.23902,23.94629,42.07000,908.3204,27857,0.04,-0.97,9.81,-0.12,-0.03000,0.05000,0.06250,-0.0625,0.125,-22.25,-5.875,-27.875,67.8125,0.9375,-5.43750,0.8288,-0.04456,0.01965,-0.55743,2020,8.0,2.0,2.0,55.0,55,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,47.87318,37.71,-33.14297,38.69000
10557,1008.86273,42.03,909.20418,23.94629,42.06000,908.2995,27865,0.09,-0.96,9.82,-0.1,-0.07000,0.02000,-0.12500,0.0625,0.125,-21.875,-6.25,-27.875,67.9375,0.9375,-5.43750,0.82831,-0.04456,0.01965,-0.55811,2020,8.0,2.0,2.0,55.0,56,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-44.71670,38.20000,47.87318,37.71,-34.19513,38.78800
10558,1008.88446,42.03,909.20941,23.94629,42.06000,908.2974,27865,0.12,-0.95,9.78,-0.05,-0.01000,0.02000,0.06250,0.0625,-0.125,-22.25,-5.25,-27.5625,68.0625,1.0,-5.43750,0.82751,-0.04462,0.01959,-0.55933,2020,8.0,2.0,2.0,55.0,57,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,48.92533,37.71,-33.14297,38.69000
10559,1008.63007,42.03,909.23902,23.94629,42.06000,908.3224,27877,-1.13,-0.73,39.45,-1.6,0.79000,29.78000,-22.56250,-10.125,-31.625,-16.375,-1.25,-16.1875,76.6875,2.6875,-8.93750,0.78131,-0.07617,0.02997,-0.61871,2020,8.0,2.0,2.0,55.0,58,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-49.97749,38.20000,46.82102,37.71,-34.19513,38.69000
10560,1025.88538,42.03,907.51156,23.94629,42.06000,906.6253,27888,-5.91,-0.78,39.45,-8.54,-5.08000,31.04000,-39.68750,-22.625,-236.0,-7.25,-35.5,-15.375,227.0,14.6875,27.18750,0.38483,0.21240,0.15796,0.88422,2020,8.0,2.0,2.0,55.0,59,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-46.82102,38.20000,49.97749,37.71,-34.19513,38.69000
10561,1118.35217,42.03,898.3616,23.875,42.06000,897.5846,27889,-18.69,-0.88,39.45,-23.2,-3.60000,31.18000,-62.56250,-32.0625,-403.125,-32.375,-20.0625,-14.5625,195.3125,27.375,18.18750,0.12805,0.25677,0.11127,0.95148,2020,8.0,2.0,2.0,56.0,0,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,47.87318,37.71,-36.29944,38.69000
10562,1229.10413,42.02,887.79562,23.75586,42.06000,886.8747,27886,-20.9,2.51,39.45,-18.09,0.35000,30.31000,-53.93750,-11.125,-492.9375,28.1875,-20.5625,-23.375,316.8125,-16.625,13.18750,0.91406,0.05011,0.17688,0.36145,2020,8.0,2.0,2.0,56.0,1,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,52.08181,37.71,-34.19513,38.69000
10563,1426.20935,42.02,868.83438,23.55469,42.05000,868.1251,27878,-5.57,7.06,-1.82,-9.87,7.07000,-10.63000,-12.93750,-4.8125,-621.875,-33.375,14.375,-24.875,162.0,26.0,0.00000,0.1521,-0.22253,-0.03473,-0.96234,2020,8.0,2.0,2.0,56.0,2,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,47.87318,37.71,-33.14297,38.69000
10564,1603.33667,42.01,852.21934,23.3291,42.05000,851.6175,27865,-0.9,-1.81,-6.16,1.22,0.33000,-14.99000,-7.56250,-9.9375,-520.25,34.1875,5.875,-25.5625,24.3125,-18.5,-16.75000,0.95465,-0.10266,0.18884,-0.20612,2020,8.0,2.0,2.0,56.0,4,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-46.82102,38.20000,49.97749,37.71,-36.29944,38.69000
10565,1864.41504,42.0,828.46383,22.91406,42.04000,827.8514,27848,-1.18,-1.91,-5.31,-5.62,-0.62000,-13.97000,-11.43750,-10.875,-440.625,-27.375,24.75,-21.0625,142.75,26.875,-8.43750,0.30963,-0.24249,-0.01007,-0.91937,2020,8.0,2.0,2.0,56.0,5,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-44.71670,38.20000,47.87318,37.71,-33.14297,38.69000
10566,2101.65723,42.0,807.49,22.59473,42.04000,806.8347,27829,-0.99,-1.81,-4.5,-3.45,-5.96000,-13.04000,-6.87500,-14.8125,-428.875,-31.0625,-20.25,-25.6875,223.625,14.5,25.87500,0.3598,0.20160,0.15485,0.89771,2020,8.0,2.0,2.0,56.0,6,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-44.71670,38.20000,47.87318,37.71,-36.29944,38.69000
10568,2339.33521,41.99,786.91676,22.32129,42.03000,786.3082,27798,-0.48,-2.48,-4.03,2.97,-6.01000,-12.49000,-1.75000,-11.8125,-434.4375,12.25,-37.25,-27.5,304.125,-20.6875,22.62500,0.85272,0.07922,0.24933,0.45209,2020,8.0,2.0,2.0,56.0,7,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-45.76886,39.37600,-46.82102,38.20000,48.92533,37.71,-36.29944,38.69000
10569,2547.34717,41.99,769.50469,22.08496,42.03000,768.7775,27785,-0.12,-2.91,-3.54,4.29,-0.92000,-12.06000,-3.12500,-15.375,-414.125,36.0,8.6875,-21.875,18.25,-25.625,-15.00000,0.95477,-0.08386,0.24030,-0.15350,2020,8.0,2.0,2.0,56.0,8,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,49.97749,37.71,-34.19513,38.69000
10570,2745.70532,41.99,753.09699,21.88281,42.03000,752.4246,27758,0.51,-1.78,-2.84,2.4,2.73000,-11.33000,-5.81250,-15.375,-378.4375,21.875,28.6875,-19.375,58.125,-11.0625,-28.00000,0.84424,-0.16028,0.20312,-0.46936,2020,8.0,2.0,2.0,56.0,9,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-44.71670,38.20000,48.92533,37.71,-34.19513,38.69000
10571,2936.08545,41.99,737.71102,21.68164,42.02000,737.0492,27739,0.92,-1.39,-2.43,-0.31,3.64000,-10.75000,9.12500,-22.625,-399.375,3.0,37.25,-15.0625,92.3125,7.25,-31.18750,0.66571,-0.23273,0.14703,-0.69354,2020,8.0,2.0,2.0,56.0,10,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-40.50807,38.20000,48.92533,37.71,-36.29944,38.69000
10572,3106.59058,41.99,724.22762,21.52734,42.02000,723.552,27722,1.61,-1.95,-1.98,-3.47,-0.36000,-10.21000,7.37500,-25.375,-405.4375,-28.5,28.375,-18.0,144.875,31.1875,-10.87500,0.28906,-0.28326,-0.00116,-0.91443,2020,8.0,2.0,2.0,56.0,11,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-44.71670,38.20000,49.97749,37.71,-34.19513,38.69000
10573,3267.74536,41.98,711.69766,21.37305,42.02000,711.0222,27702,2.61,-0.36,-2.03,-2.04,-4.19000,-9.77000,21.62500,-16.25,-399.375,-39.25,-6.1875,-19.6875,201.4375,28.3125,26.25000,0.17603,0.28479,0.15594,0.92932,2020,8.0,2.0,2.0,56.0,12,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,48.92533,37.71,-36.29944,38.69000
10574,3409.95166,41.98,700.81062,21.24316,42.01000,700.1378,27691,1.32,0.42,-1.6,1.16,-6.21000,-8.81000,23.06250,-5.6875,-395.0,-22.6875,-33.0,-19.6875,254.75,0.9375,42.62500,0.56555,0.22803,0.28333,0.74017,2020,8.0,2.0,2.0,56.0,13,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,48.92533,37.71,-36.29944,38.69000
10575,3537.42847,41.98,691.23664,21.12402,42.01000,690.5294,27675,0.82,0.29,-1.36,2.79,-6.56000,-8.08000,17.81250,-6.3125,-355.875,-11.1875,-40.5,-18.6875,276.25,-11.5625,45.62500,0.68378,0.21124,0.33594,0.61237,2020,8.0,2.0,2.0,56.0,14,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,46.82102,37.71,-34.19513,38.69000
10576,3648.36914,41.98,682.99805,21.01758,42.01000,682.2748,27658,0.67,0.05,-1.18,1.45,-7.38000,-7.52000,15.56250,-8.5,-338.25,-18.5625,-38.75,-16.1875,268.8125,-4.5625,49.50000,0.65326,0.25305,0.33704,0.62897,2020,8.0,2.0,2.0,56.0,15,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,47.87318,37.71,-36.29944,38.69000
10577,3747.50513,41.98,675.69535,20.93457,42.01000,674.9821,27634,0.55,-0.26,-0.94,-2.05,-7.57000,-6.93000,13.25000,-11.25,-315.4375,-36.1875,-23.5625,-12.6875,245.875,15.4375,50.68750,0.48816,0.35052,0.26801,0.75299,2020,8.0,2.0,2.0,56.0,16,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-40.50807,38.20000,47.87318,37.71,-36.29944,38.69000
10578,3832.0083,41.97,669.55109,20.875,42.00000,668.8185,27625,0.54,-0.26,-0.74,-7.18,-1.95000,-6.54000,7.43750,-12.5,-281.4375,-42.5625,19.1875,-4.875,281.875,51.9375,16.25000,0.09235,0.44928,0.05042,0.88715,2020,8.0,2.0,2.0,56.0,17,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,48.92533,37.71,-34.19513,38.69000
10579,3904.11353,41.97,664.33898,20.81543,42.00000,663.6111,27601,0.44,-0.55,-0.71,-0.52,7.62000,-6.05000,3.75000,-6.1875,-239.9375,19.1875,39.5625,2.1875,270.4375,6.0625,-56.68750,0.53497,-0.33569,0.33850,-0.69751,2020,8.0,2.0,2.0,56.0,18,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,49.97749,37.71,-34.19513,38.69000
10580,3963.19824,41.97,660.09734,20.76758,42.00000,659.3742,27610,0.3,-0.51,-0.59,6.75,-6.80000,-4.46000,11.12500,-8.875,-194.5625,13.375,-44.875,-1.25,326.9375,-41.125,58.31250,0.80072,0.25586,0.48676,0.23755,2020,8.0,2.0,2.0,56.0,19,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,49.97749,37.71,-36.29944,38.69000
10581,4010.13623,41.97,656.7725,20.74414,42.00000,656.0277,27587,-0.02,-0.59,-0.51,-6.62,5.52000,-4.41000,-5.37500,-8.875,-165.9375,-15.875,44.0625,9.5625,150.0,42.25,-57.50000,0.21619,-0.48523,0.25665,-0.80743,2020,8.0,2.0,2.0,56.0,20,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,39.37600,-44.71670,38.20000,49.97749,37.71,-34.19513,38.69000
10582,4044.70776,41.97,654.33184,20.73242,41.99000,653.5646,27576,-0.04,-0.15,-0.43,3.07,-9.14000,-2.82000,6.25000,-6.0,-138.1875,-4.1875,-43.0,8.1875,310.1875,-19.8125,75.00000,0.71497,0.43219,0.43811,0.33179,2020,8.0,2.0,2.0,56.0,21,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,39.37600,-40.50807,38.20000,49.97749,37.71,-34.19513,38.69000
10583,4067.05444,41.97,652.75488,20.7207,41.99000,651.9832,27567,0.21,-0.25,-0.46,4.91,8.13000,-2.37000,-1.18750,3.4375,-121.6875,34.1875,24.6875,19.25,324.3125,-28.625,-77.12500,0.56628,-0.19440,0.60400,-0.52600,2020,8.0,2.0,2.0,56.0,22,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-40.50807,38.20000,49.97749,37.71,-34.19513,38.69000
10584,4076.51343,41.97,652.06629,20.74414,41.99000,651.315,27550,0.23,-0.26,-0.44,-9.52,0.21000,-1.26000,-3.81250,-9.5625,-109.375,-36.1875,20.0625,22.6875,293.5,84.4375,-2.75000,0.15021,0.65527,-0.17017,0.72052,2020,8.0,2.0,2.0,56.0,23,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,39.37600,-46.82102,38.20000,48.92533,37.71,-36.29944,38.69000
