time,height,bme_temp,bme_press,bme_hum,bmp_temp,bmp_press,voc_raw,accel_x,accel_y,accel_z,lin_accel_x,lin_accel_y,lin_accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,euler_x,euler_y,euler_z,quat_w,quat_x,quat_y,quat_z,year,month,day,hour,minute,second,lon,lat,alt,velN,velE,velD,pump_feedback,valven_feedback,valve1_feedback,valve2_feedback,press_1,temp_1,press_2,temp_2,press_3,temp_3,press_4,temp_4
6203,1000.15118,40.48,909.56207,18.7627,40.53000,908.677,29665,-9.9,0.48,0.06,-0.1,0.00000,0.06000,-0.12500,0.0625,0.0,29.25,-9.25,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,22,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.49000,-40.50807,47.60800,15.25629,45.452,-39.45591,45.84400
6205,999.93036,40.47,909.55125,18.77441,40.53000,908.6988,29667,-9.91,0.51,0.06,-0.12,0.01000,0.06000,0.00000,0.0625,0.0,30.0625,-9.6875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,23,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.49000,-40.50807,47.60800,14.20413,45.452,-37.35160,45.84400
6206,1000.02997,40.48,909.57246,18.77539,40.54000,908.6921,29674,-9.91,0.51,0.06,-0.13,0.01000,0.02000,-0.12500,0.0625,0.0,30.0625,-10.0625,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,24,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.49000,-40.50807,47.60800,15.25629,45.452,-34.19513,45.84400
6207,1000.24292,40.51,909.58059,18.78809,40.56000,908.6774,29680,-9.9,0.48,0.07,-0.11,0.00000,0.07000,0.00000,0.125,0.0,30.0625,-9.6875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,26,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.49000,-39.45591,47.60800,13.15197,45.452,-36.29944,45.84400
6208,1000.13837,40.49,909.58676,18.71582,40.55000,908.6845,29680,-9.89,0.5,0.08,-0.09,0.01000,0.08000,-0.06250,0.0625,0.0625,29.6875,-9.6875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,27,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.49000,-44.71670,47.60800,15.25629,45.452,-37.35160,45.84400
6209,1000.04858,40.5,909.5698,18.69336,40.56000,908.6966,29668,-9.91,0.52,0.03,-0.12,0.03000,0.03000,0.06250,0.0,-0.125,29.6875,-9.25,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,28,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.49000,-39.45591,47.60800,15.25629,45.452,-39.45591,45.84400
6210,1000.09314,40.51,909.55105,18.63477,40.57000,908.6953,29667,-9.9,0.5,0.05,-0.11,0.00000,0.05000,0.00000,0.0625,-0.25,30.0625,-9.6875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,29,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.49000,-39.45591,47.60800,17.3606,45.452,-36.29944,45.84400
6211,1000.12799,40.51,909.57711,18.5752,40.58000,908.695,29680,-9.9,0.51,0.03,-0.1,0.01000,0.03000,0.00000,0.0625,0.0,30.75,-9.25,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,43.0,30,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.49000,-37.35160,47.60800,14.20413,45.452,-37.35160,45.84400
6360,1000.16895,40.37,909.51461,18.67578,40.45000,908.65,29700,-9.91,0.49,0.07,-0.11,0.00000,0.07000,0.00000,-0.125,-0.125,31.0625,-9.6875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,45.0,59,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-40.50807,47.41200,15.25629,45.256,-37.35160,45.64800
6361,1000.07129,40.37,909.54418,18.68848,40.46000,908.6628,29706,-9.91,0.52,0.06,-0.11,0.01000,0.02000,-0.06250,-0.1875,0.125,30.0625,-8.875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,0,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-39.45591,47.41200,15.25629,45.256,-36.29944,45.64800
6362,1000.13361,40.36,909.51941,18.65234,40.45000,908.6535,29700,-9.89,0.5,0.03,-0.1,-0.01000,0.05000,0.06250,0.0625,-0.125,30.75,-8.875,-9.1875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,1,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.39200,-39.45591,47.41200,15.25629,45.256,-34.19513,45.64800
6363,1000.03595,40.36,909.55773,18.66406,40.46000,908.6663,29699,-9.88,0.49,0.06,-0.08,0.00000,0.06000,0.06250,0.1875,0.125,29.25,-9.25,-9.5625,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,2,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-39.45591,47.41200,14.20413,45.256,-39.45591,45.64800
6364,1000.07819,40.38,909.54277,18.67676,40.46000,908.6621,29704,-9.91,0.51,0.08,-0.11,0.01000,0.08000,0.06250,-0.125,-0.0625,31.0625,-10.0625,-9.5625,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,3,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.39200,-40.50807,47.41200,15.25629,45.256,-36.29944,45.64800
6365,1000.12134,40.37,909.5407,18.68848,40.46000,908.6578,29695,-9.89,0.52,0.05,-0.1,0.03000,0.05000,0.06250,0.1875,-0.0625,30.75,-9.6875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,4,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.39200,-42.61239,47.41200,14.20413,45.256,-39.45591,45.64800
6366,1000.11395,40.38,909.56187,18.7002,40.47000,908.6617,29687,-9.91,0.48,0.07,-0.11,-0.01000,0.07000,0.00000,0.0,-0.0625,31.0625,-9.25,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,5,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-39.45591,47.41200,14.20413,45.256,-33.14297,45.64800
6368,1000.05707,40.37,909.52164,18.67676,40.47000,908.6673,29692,-9.89,0.51,0.09,-0.1,0.02000,0.09000,0.00000,0.0625,-0.0625,30.375,-9.6875,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,6,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-42.61239,47.41200,14.20413,45.256,-34.19513,45.64800
6369,1000.12183,40.37,909.52332,18.66406,40.47000,908.6609,29697,-9.89,0.5,0.05,-0.09,0.01000,0.05000,-0.12500,0.0625,-0.0625,31.0625,-9.6875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,7,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-40.50807,47.41200,15.25629,45.256,-36.29944,45.64800
6370,1000.13995,40.39,909.52379,18.68848,40.48000,908.6623,29698,-9.91,0.5,0.07,-0.11,0.00000,0.07000,0.06250,0.0,0.0625,30.375,-9.25,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,9,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-39.45591,47.41200,17.3606,45.256,-36.29944,45.64800
6371,1000.18219,40.4,909.53141,18.71289,40.48000,908.6581,29693,-9.91,0.52,0.03,-0.12,0.02000,0.03000,0.00000,0.0,0.125,31.0625,-9.6875,-7.0625,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,10,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-40.50807,47.31400,15.25629,45.256,-36.29944,45.64800
6372,1000.10272,40.4,909.52766,18.68945,40.48000,908.666,29689,-9.9,0.51,0.1,-0.11,0.02000,0.09000,0.00000,0.0625,0.0,30.0625,-9.6875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,11,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-45.76886,48.29400,-40.50807,47.41200,15.25629,45.256,-34.19513,45.64800
6373,1000.27789,40.41,909.53328,18.67773,40.49000,908.6518,29680,-9.92,0.5,0.08,-0.13,0.00000,0.08000,0.06250,0.0625,0.0625,30.75,-10.0625,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,12,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.39200,-42.61239,47.41200,17.3606,45.256,-37.35160,45.64800
6374,1000.27301,40.39,909.54145,18.6416,40.47000,908.646,29675,-9.9,0.49,0.06,-0.1,0.00000,0.06000,0.12500,-0.125,0.0625,30.0625,-8.875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,13,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.39200,-39.45591,47.31400,15.25629,45.256,-37.35160,45.64800
6375,1000.18463,40.39,909.51195,18.61816,40.47000,908.6547,29672,-9.92,0.51,0.08,-0.12,0.02000,0.08000,-0.06250,0.125,0.0,30.75,-9.6875,-7.0625,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,14,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-35.24728,47.41200,17.3606,45.256,-37.35160,45.64800
6376,1000.14636,40.37,909.53551,18.59375,40.45000,908.6522,29672,-9.9,0.5,0.06,-0.11,0.01000,0.06000,0.00000,0.0625,0.0,30.0625,-10.0625,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,15,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.39200,-39.45591,47.41200,14.20413,45.256,-36.29944,45.64800
6377,1000.15765,40.38,909.53937,18.60547,40.46000,908.6542,29678,-9.9,0.51,0.05,-0.11,0.01000,0.06000,-0.12500,0.0,0.0,30.0625,-9.25,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,16,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-39.45591,47.31400,15.25629,45.256,-36.29944,45.64800
6378,999.99524,40.34,909.51172,18.58105,40.43000,908.6608,29686,-9.9,0.52,0.06,-0.11,0.03000,0.06000,-0.06250,-0.125,-0.125,30.75,-9.6875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,17,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-40.50807,47.31400,15.25629,45.256,-36.29944,45.64800
6379,999.98492,40.35,909.51211,18.60449,40.44000,908.665,29691,-9.88,0.49,0.03,-0.09,0.00000,0.03000,0.00000,0.125,-0.1875,30.0625,-9.25,-7.0625,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,18,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-39.45591,47.31400,15.25629,45.256,-36.29944,45.64800
6380,999.98102,40.36,909.53164,18.62891,40.44000,908.6654,29680,-9.91,0.51,0.05,-0.11,0.02000,0.05000,0.00000,0.125,0.0625,30.375,-9.6875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,19,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-39.45591,47.31400,15.25629,45.256,-37.35160,45.64800
6381,1000.04529,40.38,909.55672,18.65332,40.45000,908.6622,29679,-9.89,0.5,0.07,-0.1,0.01000,0.07000,0.00000,-0.0625,0.0625,31.0625,-9.6875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,20,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-39.45591,47.41200,15.25629,45.256,-39.45591,45.64800
6382,1000.2146,40.38,909.52543,18.6416,40.44000,908.6423,29692,-9.91,0.49,0.08,-0.11,0.00000,0.08000,0.06250,0.0625,0.0,30.375,-9.25,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,21,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-42.61239,47.31400,14.20413,45.256,-36.29944,45.64800
6383,1000.14636,40.36,909.55246,18.61621,40.43000,908.6459,29700,-9.92,0.52,0.05,-0.1,0.01000,0.04000,0.06250,0.0625,0.125,31.0625,-9.25,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,22,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.39200,-42.61239,47.31400,15.25629,45.256,-36.29944,45.64800
6385,1000.04572,40.35,909.53297,18.59277,40.42000,908.6527,29703,-9.88,0.52,0.06,-0.09,0.02000,0.06000,0.00000,0.0625,0.0,30.75,-9.25,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,23,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-40.50807,47.31400,14.20413,45.256,-34.19513,45.64800
6386,999.92114,40.33,909.53738,18.56836,40.40000,908.6587,29694,-9.9,0.49,0.05,-0.1,0.00000,0.05000,-0.12500,0.0625,0.1875,30.375,-8.875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,24,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-40.50807,47.31400,17.3606,45.256,-37.35160,45.64800
6387,999.95551,40.35,909.55387,18.61621,40.42000,908.6616,29692,-9.91,0.5,0.08,-0.12,0.00000,0.08000,0.00000,0.0625,0.0625,30.0625,-8.875,-7.0625,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,25,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-40.50807,47.31400,15.25629,45.256,-34.19513,45.64800
6388,1000.00018,40.37,909.55285,18.62891,40.43000,908.6604,29691,-9.89,0.49,0.03,-0.1,0.00000,0.03000,0.06250,0.0,0.0,30.375,-10.0625,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,27,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-40.50807,47.31400,15.25629,45.256,-34.19513,45.64800
6389,999.90302,40.36,909.54027,18.58105,40.41000,908.6637,29690,-9.89,0.5,0.08,-0.1,0.01000,0.08000,-0.06250,0.0625,0.0625,30.375,-8.875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,28,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-39.45591,47.31400,15.25629,45.256,-37.35160,45.64800
6390,999.98004,40.34,909.54465,18.55664,40.40000,908.6529,29690,-9.9,0.49,0.07,-0.11,0.00000,0.07000,-0.06250,-0.125,-0.125,30.0625,-9.25,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,29,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-42.61239,47.31400,15.25629,45.256,-36.29944,45.64800
6391,999.88141,40.31,909.53484,18.53223,40.39000,908.6595,29702,-9.9,0.51,0.04,-0.1,0.01000,0.04000,0.06250,0.0,0.0,30.75,-9.25,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,30,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-39.45591,47.31400,17.3606,45.256,-37.35160,45.64800
6392,999.72937,40.31,909.51574,18.53223,40.39000,908.6745,29700,-9.91,0.51,0.06,-0.09,0.01000,0.04000,0.00000,0.0,0.0625,30.75,-9.6875,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,31,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-40.50807,47.31400,15.25629,45.256,-36.29944,45.64800
6393,999.7887,40.33,909.55824,18.56836,40.40000,908.6718,29696,-9.91,0.49,0.07,-0.11,0.00000,0.07000,0.06250,0.0625,-0.0625,30.0625,-10.0625,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,32,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-39.45591,47.31400,17.3606,45.256,-34.19513,45.64800
6394,999.69446,40.34,909.55516,18.58105,40.40000,908.6811,29712,-9.9,0.5,0.04,-0.1,0.01000,0.04000,-0.12500,0.125,0.0,30.0625,-8.875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,33,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-37.35160,47.31400,15.25629,45.256,-37.35160,45.64800
6395,999.72253,40.34,909.55,18.59277,40.39000,908.6752,29709,-9.91,0.51,0.08,-0.11,0.01000,0.08000,-0.06250,-0.0625,0.25,31.0625,-9.6875,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,34,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.39200,-40.50807,47.31400,14.20413,45.256,-37.35160,45.64800
6396,999.77692,40.32,909.52652,18.60352,40.38000,908.6667,29710,-9.91,0.5,0.06,-0.12,0.00000,0.06000,0.00000,-0.1875,-0.0625,30.0625,-9.25,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,35,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-40.50807,47.31400,15.25629,45.256,-37.35160,45.64800
6397,999.73767,40.3,909.56914,18.56738,40.36000,908.6642,29706,-9.92,0.49,0.05,-0.13,0.00000,0.05000,0.06250,0.0,0.0625,30.375,-9.25,-8.375,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,36,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-36.29944,48.29400,-37.35160,47.31400,14.20413,45.256,-36.29944,45.64800
6398,999.72491,40.32,909.53344,18.59082,40.38000,908.6718,29698,-9.91,0.49,0.08,-0.11,0.00000,0.08000,0.06250,-0.0625,0.0,30.0625,-9.6875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,37,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.39200,-39.45591,47.31400,14.20413,45.256,-36.29944,45.64800
6399,999.68762,40.29,909.53059,18.54297,40.34000,908.6629,29692,-9.91,0.51,0.06,-0.11,0.01000,0.06000,0.00000,0.1875,0.0,30.375,-8.875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,38,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-40.50807,47.31400,14.20413,45.256,-37.35160,45.64800
6400,999.63611,40.27,909.5457,18.54199,40.33000,908.6648,29694,-9.9,0.51,0.05,-0.09,0.00000,0.09000,0.00000,-0.1875,0.0,30.375,-8.875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,39,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-39.45591,47.31400,15.25629,45.256,-37.35160,45.64800
6401,999.6568,40.29,909.53227,18.58984,40.35000,908.6691,29702,-9.92,0.5,0.04,-0.12,-0.02000,0.03000,-0.06250,0.0,-0.125,29.6875,-9.6875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,40,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-42.61239,47.31400,17.3606,45.256,-36.29944,45.64800
6403,999.51935,40.28,909.56172,18.58984,40.33000,908.6764,29698,-9.9,0.5,0.03,-0.1,0.00000,0.03000,0.06250,-0.0625,0.0625,30.0625,-9.25,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,41,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-39.45591,47.31400,14.20413,45.256,-34.19513,45.64800
6404,999.6062,40.28,909.56172,18.61426,40.34000,908.6709,29694,-9.89,0.51,0.05,-0.1,0.01000,0.05000,0.00000,0.0,0.0625,30.375,-8.875,-9.1875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,42,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-40.50807,47.31400,15.25629,45.256,-36.29944,45.64800
6405,999.56354,40.3,909.58137,18.65039,40.35000,908.6783,29694,-9.89,0.51,0.06,-0.1,0.01000,0.06000,-0.12500,-0.0625,-0.0625,30.375,-9.6875,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,44,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-40.50807,47.31400,17.3606,45.256,-37.35160,45.64800
6406,999.58215,40.31,909.54012,18.65039,40.35000,908.6765,29701,-9.91,0.49,0.07,-0.11,0.00000,0.07000,-0.06250,-0.125,0.0,29.6875,-8.875,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,45,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,48.29400,-39.45591,47.31400,17.3606,45.256,-37.35160,45.64800
6407,999.57727,40.31,909.53477,18.61426,40.35000,908.677,29704,-9.9,0.52,0.08,-0.11,0.01000,0.07000,0.00000,0.0625,0.0625,29.6875,-9.6875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,46,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-40.50807,47.31400,15.25629,45.256,-36.29944,45.64800
6408,999.52087,40.31,909.55219,18.59082,40.36000,908.6857,29705,-9.91,0.5,0.03,-0.11,0.00000,0.03000,-0.06250,-0.0625,0.0,30.75,-9.6875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,47,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-40.50807,47.31400,15.25629,45.256,-37.35160,45.64800
6409,999.71167,40.31,909.56266,18.61426,40.37000,908.67,29706,-9.91,0.51,0.09,-0.12,0.01000,0.09000,0.00000,-0.0625,0.1875,31.0625,-8.875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,48,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-40.50807,47.31400,15.25629,45.256,-37.35160,45.64800
6410,999.58173,40.33,909.53906,18.63867,40.38000,908.686,29694,-9.9,0.51,0.06,-0.1,0.01000,0.06000,-0.12500,0.1875,0.0625,30.375,-9.25,-8.75,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,49,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,48.29400,-42.61239,47.31400,14.20413,45.256,-37.35160,45.64800
6411,999.60278,40.34,909.5707,18.65137,40.39000,908.6871,29693,-9.9,0.51,0.08,-0.11,0.02000,0.08000,-0.12500,-0.0625,0.0,30.375,-9.6875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,50,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-40.50807,47.31400,17.3606,45.158,-36.29944,45.64800
6412,999.50073,40.3,909.54664,18.61426,40.37000,908.6909,29699,-9.9,0.52,0.06,-0.1,0.02000,0.06000,0.00000,0.125,0.125,30.375,-8.875,-7.5,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,51,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-39.45591,47.31400,14.20413,45.256,-36.29944,45.64800
6413,999.58557,40.33,909.54957,18.6748,40.38000,908.6856,29692,-9.89,0.5,0.01,-0.09,0.01000,0.01000,0.00000,-0.125,0.0625,30.375,-8.875,-7.875,273.125,-87.0625,2.87500,0.70691,0.05518,0.70490,-0.01953,2020,8.0,2.0,1.0,46.0,52,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,48.29400,-39.45591,47.31400,17.3606,45.256,-36.29944,45.64800
