Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
133.85,760.3484,882.90,-23.23809,43.5, -,9.276546
133.90,760.3484,882.90,-23.23809,43.5, -,9.276546
133.95,757.2974,883.00,-26.14286,43.5, -,9.276546
134.00,757.2974,883.00,-23.23809,43.5, -,9.276546
134.05,757.2974,883.00,-23.23809,43.5, -,9.276546
134.10,754.2466,883.10,-26.14286,43.5, -,9.276546
134.15,754.2466,883.10,-26.14286,43.5, -,9.276546
134.20,754.2466,883.10,-26.14286,43.5, -,9.276546
134.25,748.144,883.30,-31.95238,43.5, -,9.276546
134.30,748.144,883.30,-31.95238,43.5, -,9.276546
134.35,748.144,883.30,-29.04762,43.5, -,9.276546
134.40,745.0922,883.40,-29.04762,43.5, -,9.276546
134.45,745.0922,883.40,-29.04762,43.5, -,9.276546
134.50,745.0922,883.40,-26.14286,43.5, -,9.276546
134.55,738.9932,883.60,-29.04762,43.5, -,9.257098
134.60,742.0426,883.50,-26.14286,43.5, -,9.257098
134.65,738.9932,883.60,-26.14286,43.5, -,9.257098
134.70,735.9423,883.70,-29.04762,43.5, -,9.257098
134.75,735.9423,883.70,-26.14286,43.5, -,9.257098
134.80,735.9423,883.70,-26.14286,43.5, -,9.257098
134.85,735.9423,883.70,-23.23809,43.5, -,9.257098
134.90,732.8934,883.80,-26.14286,43.5, -,9.257098
134.95,732.8934,883.80,-26.14286,43.5, -,9.257098
135.00,729.8431,883.90,-26.14286,43.5, -,9.257098
135.05,729.8431,883.90,-26.14286,43.5, -,9.257098
135.10,726.7948,884.00,-29.04762,43.5, -,9.257098
135.15,723.7468,884.10,-29.04762,43.5, -,9.257098
135.20,726.7948,884.00,-26.14286,43.5, -,9.257098
135.25,723.7468,884.10,-29.04762,43.5, -,9.257098
135.30,726.7948,884.00,-20.33333,43.5, -,9.257098
135.35,723.7468,884.10,-23.23809,43.5, -,9.257098
135.40,723.7468,884.10,-23.23809,43.5, -,9.257098
135.45,720.6973,884.20,-23.23809,43.5, -,9.257098
135.50,717.6498,884.30,-26.14286,43.5, -,9.276546
135.55,717.6498,884.30,-26.14286,43.5, -,9.276546
135.60,714.6008,884.40,-23.23809,43.5, -,9.276546
135.65,714.6008,884.40,-26.14286,43.5, -,9.276546
135.70,714.6008,884.40,-23.23809,43.5, -,9.276546
135.75,711.554,884.50,-23.23809,43.5, -,9.276546
135.80,711.554,884.50,-23.23809,43.5, -,9.276546
135.85,711.554,884.50,-23.23809,43.5, -,9.276546
135.90,708.5074,884.60,-26.14286,43.5, -,9.276546
135.95,705.4593,884.70,-26.14286,43.5, -,9.276546
136.00,705.4593,884.70,-26.14286,43.5, -,9.276546
136.05,705.4593,884.70,-23.23809,43.5, -,9.276546
136.10,705.4593,884.70,-23.23809,43.5, -,9.276546
136.15,702.4133,884.80,-23.23809,43.5, -,9.276546
136.20,702.4133,884.80,-20.33333,43.5, -,9.276546
136.25,699.3657,884.90,-26.14286,43.5, -,9.276546
136.30,696.3202,885.00,-26.14286,43.5, -,9.276546
136.35,696.3202,885.00,-29.04762,43.5, -,9.276546
136.40,693.275,885.10,-29.04762,43.5, -,9.276546
136.45,693.275,885.10,-29.04762,43.5, -,9.276546
136.50,690.2282,885.20,-29.04762,43.5, -,9.276546
136.55,690.2282,885.20,-26.14286,43.5, -,9.295994
136.60,687.1836,885.30,-29.04762,43.5, -,9.295994
136.65,684.1374,885.40,-29.04762,43.5, -,9.295994
136.70,681.0933,885.50,-31.95238,43.5, -,9.295994
136.75,681.0933,885.50,-31.95238,43.5, -,9.295994
136.80,681.0933,885.50,-29.04762,43.5, -,9.295994
136.85,681.0933,885.50,-29.04762,43.5, -,9.295994
136.90,678.0495,885.60,-31.95238,43.5, -,9.295994
136.95,678.0495,885.60,-29.04762,43.5, -,9.295994
137.00,675.0042,885.70,-29.04762,43.5, -,9.295994
137.05,671.9609,885.80,-31.95238,43.5, -,9.295994
137.10,668.9161,885.90,-34.85714,43.5, -,9.295994
137.15,668.9161,885.90,-34.85714,43.5, -,9.295994
137.20,668.9161,885.90,-31.95238,43.5, -,9.295994
137.25,668.9161,885.90,-31.95238,43.5, -,9.295994
137.30,668.9161,885.90,-29.04762,43.5, -,9.295994
137.35,665.8734,886.00,-29.04762,43.5, -,9.295994
137.40,662.8311,886.10,-31.95238,43.5, -,9.295994
137.45,662.8311,886.10,-29.04762,43.5, -,9.295994
137.50,659.787,886.20,-31.95238,43.5, -,9.237651
137.55,659.787,886.20,-29.04762,43.5, -,9.237651
137.60,656.7452,886.30,-31.95238,43.5, -,9.237651
137.65,656.7452,886.30,-29.04762,43.5, -,9.237651
137.70,656.7452,886.30,-26.14286,43.5, -,9.237651
137.75,653.7018,886.40,-26.14286,43.5, -,9.237651
137.80,653.7018,886.40,-26.14286,43.5, -,9.237651
137.85,653.7018,886.40,-26.14286,43.5, -,9.237651
137.90,650.6605,886.50,-29.04762,43.5, -,9.237651
137.95,650.6605,886.50,-26.14286,43.5, -,9.237651
138.00,647.6194,886.60,-29.04762,43.5, -,9.237651
138.05,647.6194,886.60,-26.14286,43.5, -,9.237651
138.10,644.5769,886.70,-26.14286,43.5, -,9.237651
138.15,641.5364,886.80,-26.14286,43.5, -,9.237651
138.20,641.5364,886.80,-26.14286,43.5, -,9.237651
138.25,638.4944,886.90,-29.04762,43.5, -,9.237651
138.30,635.4545,887.00,-31.95238,43.5, -,9.237651
138.35,635.4545,887.00,-31.95238,43.5, -,9.237651
138.40,635.4545,887.00,-29.04762,43.5, -,9.237651
138.45,635.4545,887.00,-26.14286,43.5, -,9.237651
138.50,635.4545,887.00,-26.14286,43.5, -,9.237651
138.55,632.4149,887.10,-26.14286,43.4, -,9.257098
138.60,632.4149,887.10,-26.14286,43.4, -,9.257098
138.65,629.3737,887.20,-26.14286,43.4, -,9.257098
138.70,629.3737,887.20,-26.14286,43.4, -,9.257098
138.75,629.3737,887.20,-26.14286,43.4, -,9.257098
138.80,629.3737,887.20,-23.23809,43.4, -,9.257098
138.85,626.3346,887.30,-26.14286,43.4, -,9.257098
138.90,626.3346,887.30,-26.14286,43.4, -,9.257098
138.95,623.2939,887.40,-26.14286,43.4, -,9.257098
139.00,623.2939,887.40,-26.14286,43.4, -,9.257098
139.05,623.2939,887.40,-23.23809,43.4, -,9.257098
139.10,620.2554,887.50,-26.14286,43.4, -,9.257098
139.15,620.2554,887.50,-23.23809,43.4, -,9.257098
139.20,617.2172,887.60,-23.23809,43.4, -,9.257098
139.25,617.2172,887.60,-23.23809,43.4, -,9.257098
139.30,614.1774,887.70,-23.23809,43.4, -,9.257098
139.35,614.1774,887.70,-20.33333,43.4, -,9.257098
139.40,611.1397,887.80,-23.23809,43.4, -,9.257098
139.45,608.1004,887.90,-26.14286,43.4, -,9.257098
139.50,608.1004,887.90,-26.14286,43.4, -,9.257098
139.55,608.1004,887.90,-26.14286,43.4, -,9.257098
139.60,608.1004,887.90,-23.23809,43.4, -,9.257098
139.65,605.0633,888.00,-26.14286,43.4, -,9.257098
139.70,605.0633,888.00,-23.23809,43.4, -,9.257098
139.75,602.0264,888.10,-26.14286,43.4, -,9.257098
139.80,602.0264,888.10,-26.14286,43.4, -,9.257098
139.85,598.988,888.20,-29.04762,43.4, -,9.257098
139.90,598.988,888.20,-26.14286,43.4, -,9.257098
139.95,595.9517,888.30,-29.04762,43.4, -,9.257098
140.00,595.9517,888.30,-26.14286,43.4, -,9.257098
140.05,595.9517,888.30,-26.14286,43.4, -,9.257098
140.10,595.9517,888.30,-26.14286,43.4, -,9.257098
140.15,595.9517,888.30,-23.23809,43.4, -,9.257098
140.20,592.9138,888.40,-26.14286,43.4, -,9.257098
140.25,589.8781,888.50,-26.14286,43.4, -,9.257098
140.30,589.8781,888.50,-26.14286,43.4, -,9.257098
140.35,589.8781,888.50,-23.23809,43.4, -,9.257098
140.40,586.8427,888.60,-26.14286,43.4, -,9.257098
140.45,586.8427,888.60,-23.23809,43.4, -,9.257098
140.50,583.8056,888.70,-23.23809,43.4, -,9.257098
140.55,583.8056,888.70,-23.23809,43.4, -,9.257098
140.60,580.7707,888.80,-26.14286,43.4, -,9.257098
140.65,580.7707,888.80,-26.14286,43.4, -,9.257098
140.70,577.7342,888.90,-26.14286,43.4, -,9.257098
140.75,577.7342,888.90,-26.14286,43.4, -,9.257098
140.80,574.6998,889.00,-26.14286,43.4, -,9.257098
140.85,571.6657,889.10,-29.04762,43.4, -,9.257098
140.90,571.6657,889.10,-26.14286,43.4, -,9.257098
140.95,568.6301,889.20,-29.04762,43.4, -,9.257098
141.00,568.6301,889.20,-26.14286,43.4, -,9.257098
141.05,568.6301,889.20,-26.14286,43.4, -,9.257098
141.10,568.6301,889.20,-26.14286,43.4, -,9.257098
141.15,565.5966,889.30,-29.04762,43.4, -,9.257098
141.20,562.5614,889.40,-31.95238,43.4, -,9.257098
141.25,562.5614,889.40,-29.04762,43.4, -,9.257098
141.30,559.5284,889.50,-29.04762,43.4, -,9.257098
141.35,556.4957,889.60,-31.95238,43.4, -,9.257098
141.40,559.5284,889.50,-29.04762,43.4, -,9.257098
141.45,559.5284,889.50,-26.14286,43.4, -,9.257098
141.50,556.4957,889.60,-29.04762,43.4, -,9.257098
141.55,553.4615,889.70,-29.04762,43.4, -,9.257098
141.60,553.4615,889.70,-29.04762,43.4, -,9.257098
141.65,550.4293,889.80,-29.04762,43.4, -,9.257098
141.70,553.4615,889.70,-26.14286,43.4, -,9.257098
141.75,550.4293,889.80,-26.14286,43.4, -,9.257098
141.80,547.3956,889.90,-29.04762,43.4, -,9.257098
141.85,547.3956,889.90,-26.14286,43.4, -,9.257098
141.90,547.3956,889.90,-23.23809,43.4, -,9.257098
141.95,544.364,890.00,-26.14286,43.4, -,9.257098
142.00,544.364,890.00,-23.23809,43.4, -,9.257098
142.05,544.364,890.00,-23.23809,43.4, -,9.257098
142.10,541.3326,890.10,-26.14286,43.4, -,9.257098
142.15,541.3326,890.10,-26.14286,43.4, -,9.257098
142.20,538.2997,890.20,-26.14286,43.4, -,9.257098
142.25,535.269,890.30,-26.14286,43.4, -,9.257098
142.30,535.269,890.30,-26.14286,43.4, -,9.257098
142.35,535.269,890.30,-23.23809,43.4, -,9.257098
142.40,535.269,890.30,-20.33333,43.4, -,9.257098
142.45,532.2366,890.40,-26.14286,43.4, -,9.257098
142.50,532.2366,890.40,-26.14286,43.4, -,9.257098
142.55,532.2366,890.40,-23.23809,43.4, -,9.257098
142.60,532.2366,890.40,-20.33333,43.4, -,9.257098
142.65,529.2064,890.50,-23.23809,43.4, -,9.257098
142.70,526.1765,890.60,-23.23809,43.4, -,9.257098
142.75,526.1765,890.60,-26.14286,43.4, -,9.257098
142.80,526.1765,890.60,-23.23809,43.4, -,9.257098
142.85,523.145,890.70,-23.23809,43.4, -,9.257098
142.90,520.1155,890.80,-26.14286,43.4, -,9.257098
142.95,520.1155,890.80,-26.14286,43.4, -,9.257098
143.00,517.0846,890.90,-26.14286,43.4, -,9.257098
143.05,517.0846,890.90,-26.14286,43.4, -,9.257098
143.10,517.0846,890.90,-26.14286,43.4, -,9.257098
143.15,514.0557,891.00,-26.14286,43.4, -,9.257098
143.20,514.0557,891.00,-26.14286,43.4, -,9.257098
143.25,511.0272,891.10,-26.14286,43.4, -,9.257098
143.30,511.0272,891.10,-23.23809,43.4, -,9.257098
143.35,511.0272,891.10,-23.23809,43.4, -,9.257098
143.40,507.997,891.20,-26.14286,43.4, -,9.257098
143.45,507.997,891.20,-26.14286,43.4, -,9.257098
143.50,507.997,891.20,-23.23809,43.4, -,9.257098
143.55,504.969,891.30,-26.14286,43.4, -,9.257098
143.60,501.9394,891.40,-29.04762,43.4, -,9.257098
143.65,501.9394,891.40,-29.04762,43.4, -,9.257098
143.70,501.9394,891.40,-26.14286,43.4, -,9.257098
143.75,498.9119,891.50,-26.14286,43.4, -,9.257098
143.80,498.9119,891.50,-26.14286,43.4, -,9.257098
143.85,495.8847,891.60,-29.04762,43.4, -,9.257098
143.90,495.8847,891.60,-26.14286,43.4, -,9.257098
143.95,492.856,891.70,-26.14286,43.4, -,9.257098
144.00,492.856,891.70,-26.14286,43.4, -,9.257098
144.05,489.8293,891.80,-26.14286,43.4, -,9.257098
144.10,489.8293,891.80,-26.14286,43.4, -,9.257098
144.15,486.8011,891.90,-29.04762,43.4, -,9.257098
144.20,486.8011,891.90,-26.14286,43.4, -,9.257098
144.25,483.775,892.00,-29.04762,43.4, -,9.257098
144.30,483.775,892.00,-26.14286,43.4, -,9.257098
144.35,483.775,892.00,-26.14286,43.4, -,9.257098
144.40,480.7492,892.10,-29.04762,43.4, -,9.257098
144.45,480.7492,892.10,-26.14286,43.4, -,9.257098
144.50,477.7218,892.20,-29.04762,43.4, -,9.257098
144.55,477.7218,892.20,-29.04762,43.4, -,9.295994
144.60,474.6965,892.30,-29.04762,43.4, -,9.295994
144.65,474.6965,892.30,-26.14286,43.4, -,9.295994
144.70,474.6965,892.30,-26.14286,43.4, -,9.295994
144.75,471.6697,892.40,-29.04762,43.4, -,9.295994
144.80,468.6449,892.50,-29,43.4, -,9.295994
144.85,468.6449,892.50,-29,43.4, -,9.295994
144.90,468.6449,892.50,-26.09524,43.4, -,9.295994
144.95,465.6205,892.60,-28.95238,43.4, -,9.295994
145.00,465.6205,892.60,-26.04762,43.4, -,9.295994
145.05,462.5945,892.70,-28.95238,43.4, -,9.295994
145.10,459.5706,892.80,-28.90476,43.4, -,9.295994
145.15,462.5945,892.70,-26.04762,43.4, -,9.295994
145.20,459.5706,892.80,-26,43.4, -,9.295994
145.25,459.5706,892.80,-26,43.4, -,9.295994
145.30,456.5451,892.90,-26,43.4, -,9.295994
145.35,456.5451,892.90,-26,43.4, -,9.295994
145.40,453.5218,893.00,-28.85714,43.4, -,9.295994
145.45,453.5218,893.00,-25.95238,43.4, -,9.295994
145.50,450.4987,893.10,-28.80952,43.4, -,9.257098
145.55,450.4987,893.10,-25.90476,43.4, -,9.257098
145.60,447.474,893.20,-28.76191,43.4, -,9.257098
145.65,447.474,893.20,-25.85714,43.4, -,9.257098
145.70,447.474,893.20,-25.85714,43.4, -,9.257098
145.75,444.4515,893.30,-28.71428,43.4, -,9.257098
145.80,444.4515,893.30,-25.80952,43.4, -,9.257098
145.85,441.4274,893.40,-25.80952,43.4, -,9.257098
145.90,438.4054,893.50,-28.66667,43.4, -,9.257098
145.95,441.4274,893.40,-25.80952,43.4, -,9.257098
146.00,438.4054,893.50,-25.80952,43.4, -,9.257098
146.05,435.3837,893.60,-28.66667,43.4, -,9.257098
146.10,435.3837,893.60,-25.76191,43.4, -,9.257098
146.15,432.3604,893.70,-25.76191,43.4, -,9.257098
146.20,432.3604,893.70,-28.61905,43.4, -,9.257098
146.25,429.3393,893.80,-28.61905,43.4, -,9.257098
146.30,426.3165,893.90,-31.47619,43.4, -,9.257098
146.35,426.3165,893.90,-28.57143,43.4, -,9.257098
146.40,423.2959,894.00,-31.42857,43.4, -,9.257098
146.45,423.2959,894.00,-28.57143,43.4, -,9.257098
146.50,423.2959,894.00,-28.57143,43.4, -,9.257098
146.55,420.2756,894.10,-28.57143,43.3, -,9.257098
146.60,417.2537,894.20,-31.42857,43.3, -,9.257098
146.65,420.2756,894.10,-25.71428,43.3, -,9.257098
146.70,417.2537,894.20,-28.57143,43.3, -,9.257098
146.75,417.2537,894.20,-28.57143,43.3, -,9.257098
146.80,414.2339,894.30,-28.57143,43.3, -,9.257098
146.85,414.2339,894.30,-28.57143,43.3, -,9.257098
146.90,411.2125,894.40,-28.57143,43.3, -,9.257098
146.95,411.2125,894.40,-25.71428,43.3, -,9.257098
147.00,411.2125,894.40,-28.57143,43.3, -,9.257098
147.05,408.1933,894.50,-28.57143,43.3, -,9.257098
147.10,408.1933,894.50,-25.71428,43.3, -,9.257098
147.15,405.1743,894.60,-28.57143,43.3, -,9.257098
147.20,405.1743,894.60,-25.71428,43.3, -,9.257098
147.25,405.1743,894.60,-25.71428,43.3, -,9.257098
147.30,402.1537,894.70,-25.71428,43.3, -,9.257098
147.35,402.1537,894.70,-22.85714,43.3, -,9.257098
147.40,402.1537,894.70,-22.85714,43.3, -,9.257098
147.45,399.1353,894.80,-22.85714,43.3, -,9.257098
147.50,396.1153,894.90,-25.71428,43.3, -,9.276546
147.55,396.1153,894.90,-25.71428,43.3, -,9.276546
147.60,396.1153,894.90,-22.85714,43.3, -,9.276546
147.65,393.0974,895.00,-22.85714,43.3, -,9.276546
147.70,393.0974,895.00,-25.71428,43.3, -,9.276546
147.75,393.0974,895.00,-22.85714,43.3, -,9.276546
147.80,390.0798,895.10,-25.71428,43.3, -,9.276546
147.85,390.0798,895.10,-22.85714,43.3, -,9.276546
147.90,387.0607,895.20,-25.71428,43.3, -,9.276546
147.95,387.0607,895.20,-22.85714,43.3, -,9.276546
148.00,387.0607,895.20,-22.85714,43.3, -,9.276546
148.05,387.0607,895.20,-22.85714,43.3, -,9.276546
148.10,384.0436,895.30,-22.85714,43.3, -,9.276546
148.15,384.0436,895.30,-22.85714,43.3, -,9.276546
148.20,381.025,895.40,-22.85714,43.3, -,9.276546
148.25,381.025,895.40,-22.85714,43.3, -,9.276546
148.30,378.0085,895.50,-25.71428,43.3, -,9.276546
148.35,378.0085,895.50,-22.85714,43.3, -,9.276546
148.40,378.0085,895.50,-22.85714,43.3, -,9.276546
148.45,374.9922,895.60,-25.71428,43.3, -,9.276546
148.50,374.9922,895.60,-22.85714,43.3, -,9.276546
148.55,374.9922,895.60,-20,43.3, -,9.257098
148.60,371.9744,895.70,-22.85714,43.3, -,9.257098
148.65,371.9744,895.70,-22.85714,43.3, -,9.257098
148.70,368.9587,895.80,-22.85714,43.3, -,9.257098
148.75,371.9744,895.70,-20,43.3, -,9.257098
148.80,368.9587,895.80,-22.85714,43.3, -,9.257098
148.85,365.9414,895.90,-22.85714,43.3, -,9.257098
148.90,365.9414,895.90,-22.85714,43.3, -,9.257098
148.95,362.9263,896.00,-22.85714,43.3, -,9.257098
149.00,362.9263,896.00,-22.85714,43.3, -,9.257098
149.05,362.9263,896.00,-22.85714,43.3, -,9.257098
149.10,359.9114,896.10,-25.71428,43.3, -,9.257098
149.15,359.9114,896.10,-22.85714,43.3, -,9.257098
149.20,359.9114,896.10,-22.85714,43.3, -,9.257098
149.25,356.895,896.20,-22.85714,43.3, -,9.257098
149.30,353.8806,896.30,-25.71428,43.3, -,9.257098
149.35,353.8806,896.30,-22.85714,43.3, -,9.257098
149.40,350.8647,896.40,-25.71428,43.3, -,9.257098
149.45,350.8647,896.40,-25.71428,43.3, -,9.257098
149.50,350.8647,896.40,-22.85714,43.3, -,9.276546
149.55,350.8647,896.40,-22.85714,43.3, -,9.276546
149.60,350.8647,896.40,-22.85714,43.3, -,9.276546
149.65,347.851,896.50,-22.85714,43.3, -,9.276546
149.70,344.8374,896.60,-25.71428,43.3, -,9.276546
149.75,344.8374,896.60,-22.85714,43.3, -,9.276546
149.80,344.8374,896.60,-25.71428,43.3, -,9.276546
149.85,341.8223,896.70,-25.71428,43.3, -,9.276546
149.90,341.8223,896.70,-22.85714,43.3, -,9.276546
149.95,341.8223,896.70,-22.85714,43.3, -,9.276546
150.00,338.8094,896.80,-22.85714,43.3, -,9.276546
150.05,338.8094,896.80,-22.85714,43.3, -,9.276546
150.10,338.8094,896.80,-22.85714,43.3, -,9.276546
150.15,335.7948,896.90,-22.85714,43.3, -,9.276546
150.20,335.7948,896.90,-22.85714,43.3, -,9.276546
150.25,335.7948,896.90,-22.85714,43.3, -,9.276546
150.30,335.7948,896.90,-20,43.3, -,9.276546
150.35,332.7824,897.00,-20,43.3, -,9.276546
150.40,329.7702,897.10,-22.85714,43.3, -,9.276546
150.45,329.7702,897.10,-20,43.3, -,9.276546
150.50,326.7565,897.20,-22.85714,43.3, -,9.276546
150.55,326.7565,897.20,-22.85714,43.3, -,9.218203
150.60,326.7565,897.20,-22.85714,43.3, -,9.218203
150.65,323.7449,897.30,-25.71428,43.3, -,9.218203
150.70,320.7317,897.40,-25.71428,43.3, -,9.218203
150.75,317.7206,897.50,-25.71428,43.3, -,9.218203
150.80,320.7317,897.40,-22.85714,43.3, -,9.218203
150.85,320.7317,897.40,-22.85714,43.3, -,9.218203
150.90,317.7206,897.50,-22.85714,43.3, -,9.218203
150.95,317.7206,897.50,-22.85714,43.3, -,9.218203
151.00,314.7098,897.60,-25.71428,43.3, -,9.218203
151.05,314.7098,897.60,-22.85714,43.3, -,9.218203
151.10,314.7098,897.60,-22.85714,43.3, -,9.218203
151.15,311.6975,897.70,-25.71428,43.3, -,9.218203
151.20,311.6975,897.70,-22.85714,43.3, -,9.218203
151.25,308.6872,897.80,-25.71428,43.3, -,9.218203
151.30,308.6872,897.80,-25.71428,43.3, -,9.218203
151.35,308.6872,897.80,-25.71428,43.3, -,9.218203
151.40,305.6754,897.90,-25.71428,43.3, -,9.218203
151.45,302.6657,898.00,-25.71428,43.3, -,9.218203
151.50,302.6657,898.00,-25.71428,43.3, -,9.257098
151.55,302.6657,898.00,-22.85714,43.3, -,9.257098
151.60,302.6657,898.00,-22.85714,43.3, -,9.257098
151.65,299.6563,898.10,-25.71428,43.3, -,9.257098
151.70,299.6563,898.10,-22.85714,43.3, -,9.257098
151.75,299.6563,898.10,-20,43.3, -,9.257098
151.80,296.6452,898.20,-20,43.3, -,9.257098
151.85,296.6452,898.20,-22.85714,43.3, -,9.257098
151.90,296.6452,898.20,-22.85714,43.3, -,9.257098
151.95,296.6452,898.20,-20,43.3, -,9.257098
152.00,293.6364,898.30,-22.85714,43.3, -,9.257098
152.05,293.6364,898.30,-20,43.3, -,9.257098
152.10,293.6364,898.30,-20,43.3, -,9.257098
152.15,290.6259,898.40,-22.85714,43.3, -,9.257098
152.20,287.6175,898.50,-22.85714,43.3, -,9.257098
152.25,287.6175,898.50,-22.85714,43.3, -,9.257098
152.30,287.6175,898.50,-20,43.3, -,9.257098
152.35,284.6094,898.60,-22.85714,43.3, -,9.257098
152.40,284.6094,898.60,-22.85714,43.3, -,9.257098
152.45,281.5998,898.70,-22.85714,43.3, -,9.257098
152.50,281.5998,898.70,-20,43.3, -,9.257098
152.55,278.5922,898.80,-22.85714,43.3, -,9.276546
152.60,275.5831,898.90,-25.71428,43.3, -,9.276546
152.65,278.5922,898.80,-22.85714,43.3, -,9.276546
152.70,275.5831,898.90,-22.85714,43.3, -,9.276546
152.75,272.5761,899.00,-25.71428,43.3, -,9.276546
152.80,269.5694,899.10,-28.57143,43.3, -,9.276546
152.85,269.5694,899.10,-25.71428,43.3, -,9.276546
152.90,269.5694,899.10,-25.71428,43.3, -,9.276546
152.95,272.5761,899.00,-22.85714,43.3, -,9.276546
153.00,272.5761,899.00,-22.85714,43.3, -,9.276546
153.05,269.5694,899.10,-22.85714,43.3, -,9.276546
153.10,269.5694,899.10,-22.85714,43.3, -,9.276546
153.15,266.5611,899.20,-25.71428,43.3, -,9.276546
153.20,266.5611,899.20,-22.85714,43.3, -,9.276546
153.25,266.5611,899.20,-20,43.3, -,9.276546
153.30,263.5549,899.30,-22.85714,43.3, -,9.276546
153.35,263.5549,899.30,-22.85714,43.3, -,9.276546
153.40,260.5471,899.40,-22.85714,43.3, -,9.276546
153.45,260.5471,899.40,-22.85714,43.3, -,9.276546
153.50,260.5471,899.40,-20,43.3, -,9.295994
153.55,257.5415,899.50,-22.85714,43.3, -,9.295994
153.60,257.5415,899.50,-20,43.3, -,9.295994
153.65,254.5361,899.60,-20,43.3, -,9.295994
153.70,254.5361,899.60,-22.85714,43.3, -,9.295994
153.75,251.5292,899.70,-22.85714,43.3, -,9.295994
153.80,245.5179,899.90,-25.71428,43.3, -,9.295994
153.85,242.5137,900.00,-25.71428,43.3, -,9.295994
153.90,242.5137,900.00,-25.71428,43.3, -,9.295994
153.95,239.5096,900.10,-28.57143,43.3, -,9.295994
154.00,239.5096,900.10,-31.42857,43.3, -,9.295994
154.05,242.5137,900.00,-28.57143,43.3, -,9.295994
154.10,242.5137,900.00,-25.71428,43.3, -,9.295994
154.15,245.5179,899.90,-22.85714,43.3, -,9.295994
154.20,239.5096,900.10,-25.71428,43.3, -,9.295994
154.25,239.5096,900.10,-25.71428,43.3, -,9.295994
154.30,236.504,900.20,-28.57143,43.3, -,9.295994
154.35,236.504,900.20,-25.71428,43.3, -,9.295994
154.40,236.504,900.20,-25.71428,43.3, -,9.295994
154.45,233.5005,900.30,-25.71428,43.3, -,9.295994
154.50,233.5005,900.30,-25.71428,43.3, -,9.295994
154.55,236.504,900.20,-22.85714,43.3, -,9.276546
154.60,233.5005,900.30,-22.85714,43.3, -,9.276546
154.65,233.5005,900.30,-22.85714,43.3, -,9.276546
154.70,230.4955,900.40,-22.85714,43.3, -,9.276546
154.75,227.4926,900.50,-25.71428,43.3, -,9.276546
154.80,227.4926,900.50,-22.85714,43.3, -,9.276546
154.85,227.4926,900.50,-17.14286,43.3, -,9.276546
154.90,227.4926,900.50,-14.28571,43.3, -,9.276546
154.95,224.4899,900.60,-17.14286,43.3, -,9.276546
155.00,224.4899,900.60,-14.28571,43.3, -,9.276546
155.05,221.4856,900.70,-17.14286,43.3, -,9.276546
155.10,221.4856,900.70,-20,43.3, -,9.276546
155.15,221.4856,900.70,-20,43.3, -,9.276546
155.20,218.4835,900.80,-25.71428,43.3, -,9.276546
155.25,221.4856,900.70,-17.14286,43.3, -,9.276546
155.30,218.4835,900.80,-20,43.3, -,9.276546
155.35,218.4835,900.80,-17.14286,43.3, -,9.276546
155.40,218.4835,900.80,-17.14286,43.3, -,9.276546
155.45,215.4798,900.90,-20,43.3, -,9.276546
155.50,215.4798,900.90,-17.14286,43.3, -,9.276546
155.55,212.4782,901.00,-20,43.3, -,9.276546
155.60,209.4769,901.10,-25.71428,43.3, -,9.276546
155.65,209.4769,901.10,-22.85714,43.3, -,9.276546
155.70,209.4769,901.10,-22.85714,43.3, -,9.276546
155.75,206.474,901.20,-22.85714,43.3, -,9.276546
155.80,206.474,901.20,-20,43.3, -,9.276546
155.85,206.474,901.20,-20,43.3, -,9.276546
155.90,203.4732,901.30,-22.85714,43.3, -,9.276546
155.95,200.4709,901.40,-25.71428,43.3, -,9.276546
156.00,200.4709,901.40,-22.85714,43.3, -,9.276546
156.05,200.4709,901.40,-22.85714,43.3, -,9.276546
156.10,197.4706,901.50,-22.85714,43.3, -,9.276546
156.15,197.4706,901.50,-22.85714,43.3, -,9.276546
156.20,191.4691,901.70,-28.57143,43.3, -,9.276546
156.25,191.4691,901.70,-25.71428,43.3, -,9.276546
156.30,188.4697,901.80,-31.42857,43.3, -,9.276546
156.35,188.4697,901.80,-28.57143,43.3, -,9.276546
156.40,185.4687,901.90,-31.42857,43.3, -,9.276546
156.45,182.4698,902.00,-34.28571,43.3, -,9.276546
156.50,179.4711,902.10,-34.28571,43.3, -,9.276546
156.55,179.4711,902.10,-34.28571,43.2, -,9.257098
156.60,179.4711,902.10,-31.42857,43.2, -,9.257098
156.66,176.4709,902.20,-31.42857,43.2, -,9.257098
156.71,173.4728,902.30,-34.28571,43.2, -,9.257098
156.76,170.4732,902.40,-37.14286,43.2, -,9.257098
156.81,170.4732,902.40,-34.28571,43.2, -,9.257098
156.86,170.4732,902.40,-34.28571,43.2, -,9.257098
156.91,167.4756,902.50,-37.14286,43.2, -,9.257098
156.96,167.4756,902.50,-34.28571,43.2, -,9.257098
157.01,164.4783,902.60,-34.28571,43.2, -,9.257098
157.06,161.4795,902.70,-37.14286,43.2, -,9.257098
157.11,164.4783,902.60,-34.28571,43.2, -,9.257098
157.16,161.4795,902.70,-34.28571,43.2, -,9.257098
157.21,158.4827,902.80,-37.14286,43.2, -,9.257098
157.26,158.4827,902.80,-31.42857,43.2, -,9.257098
