8.8915,5696.5451,654.3895,690.9796
8.9415,5729.2034,651.9428,690.1146
8.9915,5761.7395,649.5043,689.253
9.0415,5794.1539,647.0736,688.3945
9.0915,5826.447,644.6515,687.5393
9.1415,5858.6192,642.237,686.6872
9.1915,5890.6708,639.8297,685.8384
9.2415,5922.6023,637.4292,684.9927
9.2915,5954.4138,635.0339,684.1502
9.3415,5986.1057,632.6439,683.3109
9.3915,6017.6783,630.2599,682.4747
9.4415,6049.1318,627.8811,681.6417
9.4915,6080.4665,625.5088,680.8119
9.5415,6111.6828,623.1446,679.9851
9.5915,6142.7811,620.788,679.1615
9.6415,6173.7618,618.4386,678.341
9.6915,6204.6251,616.097,677.5237
9.7415,6235.3716,613.7633,676.7094
9.7915,6266.0016,611.4374,675.8982
9.8415,6296.5155,609.1194,675.09
9.8915,6326.9136,606.8086,674.285
9.9415,6357.1964,604.5041,673.483
9.9915,6387.3641,602.2046,672.684
10.0415,6417.417,599.9099,671.8881
10.0915,6447.3552,597.6208,671.0952
10.1415,6477.1792,595.3378,670.3054
10.1915,6506.8891,593.0606,669.5185
10.2415,6536.4853,590.7883,668.7347
10.2915,6565.968,588.5211,667.9539
10.3415,6595.3375,586.26,667.1761
10.3915,6624.5941,584.005,666.4013
10.4415,6653.7381,581.7577,665.6294
10.4915,6682.77,579.5174,664.8605
10.5415,6711.69,577.2831,664.0946
10.5915,6740.4984,575.055,663.3317
10.6415,6769.1956,572.833,662.5717
10.6915,6797.7818,570.6163,661.8146
10.7415,6826.2573,568.4041,661.0605
10.7915,6854.6223,566.1978,660.3092
10.8415,6882.8772,563.997,659.5609
10.8915,6911.0221,561.8009,658.8156
10.9415,6939.0573,559.6094,658.0731
10.9915,6966.9831,557.4224,657.3491
11.0415,6994.7997,555.2409,656.6498
11.0915,7022.5073,553.0638,655.9533
11.1415,7050.1061,550.8915,655.2595
11.1915,7077.5965,548.7246,654.5684
11.2415,7104.9786,546.5624,653.88
11.2915,7132.2528,544.4051,653.1944
11.3415,7159.4193,542.2534,652.5114
11.3915,7186.4783,540.1081,651.8312
11.4415,7213.4302,537.9693,651.1537
11.4915,7240.2753,535.8368,650.4788
11.5415,7267.0139,533.7094,649.8066
11.5915,7293.6463,531.5865,649.1371
11.6415,7320.1726,529.4674,648.4703
11.6915,7346.5931,527.3518,647.8061
11.7415,7372.9079,525.2403,647.1446
11.7915,7399.1172,523.1337,646.4857
11.8415,7425.2214,521.0324,645.8295
11.8915,7451.2205,518.9356,645.1759
11.9415,7477.115,516.8435,644.5249
11.9915,7502.905,514.7554,643.8766
12.0415,7528.5906,512.6709,643.2309
12.0915,7554.1721,510.5914,642.5878
12.1415,7579.6498,508.5167,641.9473
12.1915,7605.0239,506.4462,641.3094
12.2415,7630.2945,504.3795,640.6741
12.2915,7655.4619,502.3168,640.0414
12.3415,7680.5262,500.2579,639.4113
12.3915,7705.4877,498.2027,638.7838
12.4415,7730.3466,496.1517,638.1589
12.4915,7755.103,494.1048,637.5366
12.5415,7779.7571,492.0621,636.9168
12.5915,7804.3093,490.0249,636.2996
12.6415,7828.7597,487.9929,635.6849
12.6915,7853.1087,485.9656,635.0728
12.7415,7877.3563,483.9427,634.4632
12.7915,7901.503,481.9232,633.8562
12.8415,7925.5487,479.9074,633.2517
12.8915,7949.4938,477.8949,632.6498
12.9415,7973.3383,475.8852,632.0503
12.9915,7997.0823,473.879,631.4534
13.0415,8020.7262,471.8778,630.8591
13.0915,8044.2702,469.8804,630.2672
13.1415,8067.7144,467.887,629.6778
13.1915,8091.0589,465.8972,629.091
13.2415,8114.3041,463.91,628.5066
13.2915,8137.45,461.9259,627.9247
13.3415,8160.4967,459.9441,627.3454
13.3915,8183.4444,457.9644,626.7685
13.4415,8206.2932,455.988,626.1941
13.4915,8229.0433,454.0158,625.6222
13.5415,8251.6949,452.0481,625.0527
13.5915,8274.2482,450.0854,624.4858
13.6415,8296.7035,448.1271,623.9213
13.6915,8319.061,446.1727,623.3592
13.7415,8341.3208,444.2225,622.7996
13.7915,8363.4833,442.2758,622.2425
13.8415,8385.5485,440.3318,621.6878
13.8915,8407.5165,438.3913,621.1355
13.9415,8429.3877,436.4545,620.5857
13.9915,8451.162,434.5201,620.0383
14.0415,8472.8397,432.589,619.4934
14.0915,8494.421,430.6618,618.9509
14.1415,8515.906,428.7377,618.4107
14.1915,8537.2948,426.8168,617.8731
14.2415,8558.5877,424.8988,617.3378
14.2915,8579.7847,422.9833,616.8049
14.3415,8600.8861,421.0705,616.281
14.3915,8621.8918,419.1608,615.7801
14.4415,8642.8022,417.2545,615.2814
14.4915,8663.6173,415.3506,614.785
14.5415,8684.3373,413.4495,614.2909
14.5915,8704.9623,411.5505,613.7991
14.6415,8725.4924,409.6529,613.3095
14.6915,8745.9276,407.7569,612.8222
14.7415,8766.2681,405.8628,612.3371
14.7915,8786.514,403.9721,611.8543
14.8415,8806.6653,402.0841,611.3738
14.8915,8826.7224,400.1991,610.8955
14.9415,8846.6853,398.3177,610.4194
14.9915,8866.5542,396.4395,609.9456
15.0415,8886.3293,394.565,609.474
15.0915,8906.0108,392.694,609.0047
15.1415,8925.5988,390.8263,608.5376
15.1915,8945.0935,388.9622,608.0727
15.2415,8964.4951,387.1019,607.61
15.2915,8983.8037,385.2444,607.1496
15.3415,9003.0196,383.39,606.6913
15.3915,9022.1428,381.5392,606.2353
15.4415,9041.1735,379.6917,605.7815
15.4915,9060.112,377.8467,605.3298
15.5415,9078.9582,376.0037,604.8804
15.5915,9097.7124,374.1632,604.4332
15.6415,9116.3746,372.3247,603.9881
15.6915,9134.9449,370.4882,603.5453
15.7415,9153.4235,368.6539,603.1046
15.7915,9171.8103,366.8209,602.6662
15.8415,9190.1056,364.9895,602.2299
15.8915,9208.3093,363.1595,601.7958
15.9415,9226.4215,361.3309,601.3638
15.9915,9244.4424,359.5037,600.9341
16.0415,9262.372,357.6785,600.5065
16.0915,9280.2103,355.8559,600.0811
16.1415,9297.9576,354.0365,599.6579
16.1915,9315.614,352.2197,599.2369
16.2415,9333.1796,350.4052,598.818
16.2915,9350.6546,348.5936,598.4013
16.3415,9368.039,346.7847,597.9867
16.3915,9385.3331,344.9774,597.5743
16.4415,9402.5368,343.1725,597.164
16.4915,9419.6504,341.3705,596.7559
16.5415,9436.6739,339.5708,596.35
16.5915,9453.6075,337.7741,595.9461
16.6415,9470.4513,335.9801,595.5445
16.6915,9487.2055,334.1884,595.1449
16.7415,9503.8702,332.3986,594.7475
16.7915,9520.4454,330.6106,594.3523
16.8415,9536.9313,328.8244,593.9591
16.8915,9553.3279,327.0398,593.5681
16.9415,9569.6353,325.2566,593.1792
16.9915,9585.8536,323.4749,592.7925
17.0415,9601.9828,321.6945,592.4078
17.0915,9618.0231,319.9157,592.0253
17.1415,9633.9744,318.14,591.6449
17.1915,9649.8371,316.367,591.2666
17.2415,9665.6112,314.5964,590.8905
17.2915,9681.2968,312.8284,590.5164
17.3415,9696.8941,311.0628,590.1445
17.3915,9712.4031,309.2997,589.7746
17.4415,9727.8241,307.5386,589.4069
17.4915,9743.157,305.7791,589.0412
17.5415,9758.402,304.0214,588.6777
17.5915,9773.5592,302.2651,588.3162
17.6415,9788.6285,300.5099,587.9569
17.6915,9803.6102,298.7566,587.5996
17.7415,9818.5042,297.0054,587.2444
17.7915,9833.3108,295.2564,586.8913
17.8415,9848.0299,293.5094,586.5403
17.8915,9862.6617,291.7641,586.1914
17.9415,9877.2063,290.0208,585.8446
17.9915,9891.6638,288.2793,585.4998
18.0415,9906.0343,286.5391,585.1571
18.0915,9920.3178,284.8007,584.8165
18.1415,9934.5144,283.0642,584.4779
18.1915,9948.6242,281.3294,584.1415
18.2415,9962.6473,279.5956,583.8071
18.2915,9976.5838,277.8621,583.4747
18.3415,9990.4336,276.1289,583.1444
18.3915,10004.1967,274.3972,582.8162
18.4415,10017.8733,272.6667,582.4901
18.4915,10031.4634,270.9372,582.166
18.5415,10044.967,269.2088,581.844
18.5915,10058.3843,267.4811,581.524
18.6415,10071.7152,265.7551,581.2061
18.6915,10084.9598,264.0308,580.8903
18.7415,10098.1183,262.308,580.5765
18.7915,10111.1906,260.5864,580.2647
18.8415,10124.177,258.8666,579.9551
18.8915,10137.0773,257.1487,579.6474
18.9415,10149.8919,255.4325,579.3418
18.9915,10162.6206,253.7184,579.0383
19.0415,10175.2637,252.0066,578.7368
19.0915,10187.8213,250.2971,578.4373
19.1415,10200.2935,248.5898,578.1399
19.1915,10212.6803,246.8842,577.8445
19.2415,10224.9819,245.1802,577.5512
19.2915,10237.1984,243.478,577.261
19.3415,10249.3298,241.777,576.9868
19.3915,10261.3761,240.078,576.7145
19.4415,10273.3376,238.3809,576.4441
19.4915,10285.2142,236.685,576.1756
19.5415,10297.0061,234.9907,575.909
19.5915,10308.7133,233.2981,575.6443
19.6415,10320.3359,231.6065,575.3816
19.6915,10331.874,229.9166,575.1208
19.7415,10343.3276,228.2284,574.8618
19.7915,10354.6969,226.5415,574.6048
19.8415,10365.9818,224.8554,574.3497
19.8915,10377.1824,223.1704,574.0965
19.9415,10388.2989,221.4869,573.8452
19.9915,10399.3311,219.8042,573.5958
20.0415,10410.2793,218.1225,573.3483
20.0915,10421.1434,216.441,573.1027
20.1415,10431.9234,214.7599,572.859
20.1915,10442.6194,213.08,572.6172
20.2415,10453.2314,211.4012,572.3773
