Time,Pressure,Altitude,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Quat1,Quat2,Quat3,Quat4
0.0,0.8982,-8.32104,0.17,0.11,5.24,-1.3,-0.9,8.8,0.99997,0.00113,0.00043,0.0002
0.01797959795979598,0.8982,-8.32104,-0.9384698469846972,-0.3802040204020404,6.406633663366334,2.817371737173649,-0.0275427542754505,1.6663066306631205,0.99997,0.0020296939693969394,0.00043,0.0002992859285928587
0.03595919591959196,0.8974020402040204,-0.8299211089108938,0.11897989798979883,0.1951035103510344,6.759183918391839,-3.3102010201020113,-1.6204020402040236,-5.344914491449137,0.99997,0.0022020402040204023,0.00033,0.00010142814281428163
0.053938793879387936,0.8972,1.0668,0.23684068406840492,-0.11418541854185335,7.204590459045906,4.014311431143102,-4.06840684068405,-1.6459045904590526,0.99997,0.002300918091809181,0.00020214221422142244,0.00026785778577857755
0.07191839183918391,0.8972595919591959,0.5218911251125115,-0.4649084908490798,0.5781728172817235,8.352460246024597,1.073447344734484,-1.5551155115511488,0.5266126612660873,0.99997,0.001368367836783678,0.00023163216321632187,0.0005
0.0898979897989799,0.8973,0.1524,-0.5557185718571835,0.15459045904590524,7.075085508550862,4.823492349234913,-12.811431143114211,-16.74158415841596,0.99997,0.00011377137713771578,1.0201020102011655e-05,0.0008648994899489942
0.10787758775877587,0.8971818361836184,1.304922599459945,-1.2718451845184477,0.49472547254723964,7.282232223222328,-3.767596759675847,-6.071737173717221,-26.473717371737052,0.99997,-0.001999396939693965,-0.0002920432043204309,0.001204284428442845
0.12585718571857185,0.897,3.07848,-0.2107260726072589,-0.7685868586858661,7.34143714371437,3.8143714371437003,-0.9215121512151083,1.67143714371437,0.99997,-0.003032856285628563,-6.714371437143701e-05,0.0013257155715571554
0.14383678367836783,0.8970383678367837,2.7978116003600375,-1.1516441644164361,0.07143714371436727,6.863459345934598,0.3816081608160935,1.2204620462045945,-8.26723672367242,0.99997,-0.004858574857485747,-3.326432643264373e-05,0.00133
0.1618163816381638,0.8972,1.61544,-0.14940594059405526,-0.11,7.193969396939696,0.4764176417642014,-3.098019801980184,-2.954095409540951,0.99997,-0.005827245724572457,-0.00022449144914491413,0.00157
0.1797959795979598,0.8972,1.61544,-0.24945694569456411,-0.4751455145514518,7.434497449744974,-1.2591959195919584,-7.65145514551452,20.03708370837081,0.99997,-0.004267743774377439,-0.00038673867386738645,0.00167
0.19777557755775577,0.8969333663366337,3.7555484356435618,-1.5933003300329938,-0.06059405940594559,7.229504950495046,0.7468646864686672,-6.174257425742638,24.609240924092393,0.99997,-0.0017182508250825122,-0.0007187788778877879,0.0017
0.21575517551755174,0.8969,4.167425324932493,-0.5274167416741571,0.0416201620162035,7.414689468946896,-0.6143114311431105,0.5574257425742148,19.752565256525727,0.99997,0.0016596039603960378,-0.0010736723672367238,0.0017036723672367237
0.23373477347734772,0.8969686738673868,3.1805820558055813,-0.8556285628562806,-0.150393039303935,7.416630663066307,-2.061296129612939,-1.8767176717671195,20.217191719171964,0.99997,0.005524911491149111,-0.0012260216021602157,0.0015353045304530458
0.2517143714371437,0.8970585718571857,2.605603787578758,0.21430843084308077,0.05718871887188004,7.471434143414341,-2.4857785778577757,2.3573057305730316,3.456645664566535,0.99997,0.007625715571557155,-0.0014399969996999706,0.001335712571257126
0.2696939693969397,0.8971,2.263915031503151,-0.3068766876687537,0.16088208820883287,7.237974797479743,0.16444644464441138,-5.840324032403066,8.465346534653117,0.99993,0.008469396939693967,-0.0015801080108010781,0.00117
0.28767356735673566,0.8971,1.9812,-0.07075607560758979,-0.10551755175517198,7.090414041404138,1.248964896489656,-1.3163216321632187,-4.936783678367813,0.99997,0.007611425142514253,-0.0017634713471347126,0.0012951035103510344
