Time,Pressure,Altitude,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,EulerX,EulerY,EulerZ,GPS_Lat,GPS_Lon
0.0,908.7,8.033,0.3914373088685015,0.18654434250764526,3.0050968399592253,0.875,-0.875,-6.0,-96.87,-3.31,1.12,31.044401,-103.534958
0.03414421442144214,908.7,8.033,0.16205635645195646,0.0905146567610478,3.0050968399592253,-0.10201818375045324,-1.183532058026459,1.6877961338646204,-96.87,-2.6682533193049656,1.1734788900579196,31.044401,-103.534958
0.06828842884288427,908.7,8.033,-0.06732459596458856,-0.005515028985549675,3.0050968399592253,-1.0790363675009065,-1.492064116052918,9.37559226772924,-96.87,-2.026506638609931,1.2269577801158391,31.044401,-103.534958
0.10243264326432641,908.6261559555944,8.726356711681884,-0.04334109251713954,-0.026289552502332454,3.0050968399592253,-0.9896987878709005,-0.7991126612533614,9.141542604205611,-96.87,-1.6994751275119704,1.25,31.044401,-103.534958
0.13657685768576855,908.51,9.817,0.13931381811816168,0.02367166908950626,3.005164360963604,-0.09598884332411173,0.3882563163666496,2.6604395772447935,-96.87463666737068,-1.628610953688403,1.25,31.044401,-103.534958
0.1707210721072107,908.51,9.817,0.03876454017546602,0.19125379899399908,3.0058089076170824,0.772791723620067,-0.6784342341681606,-5.955283861751843,-96.91889768606507,-1.7108099884065566,1.25,31.044401,-103.534958
0.20486528652865282,908.3448303698282,11.341279729871815,0.051644562067903854,0.16394573506080232,3.00611620795107,0.5553104348120788,-2.514424497177179,-19.4591294715119,-97.00067455802233,-2.2556213168526584,1.1859546331986632,31.044401,-103.534958
0.23900950095009496,908.0291574440442,14.254489873534087,0.16788186233156496,-0.04094713320056648,3.00611620795107,-0.6519774486959047,-5.05140405174198,-37.41705356584757,-97.11663604096333,-3.2219670080276717,1.0635508456498284,31.044401,-103.534958
0.2731537153715371,908.02,16.456374783640666,0.09846279068401571,-0.030642929422650768,3.006766127879159,0.707368759958487,-7.7951492303183105,-37.021172255683446,-97.40053143776028,-4.8056743366706485,0.945237139098067,31.044401,-103.534958
0.3072979297929792,907.914091255279,17.670296683514536,0.04089060987957231,0.007382601351255291,3.00743546478854,1.5917875787581397,-10.5815514089907,-35.893378245515116,-97.74534030326163,-6.240137090633722,0.8241037180639534,31.044401,-103.534958
0.3414421442144214,907.677708232362,17.693278366298138,0.004746416772987504,0.0716389446518505,3.0081048016979217,1.7966528652862623,-13.412894727930652,-34.53942881980682,-98.15901059336649,-7.4680155707862514,0.6993460115243915,31.044401,-103.534958
0.37558635863586354,907.4831163916384,19.32990992299858,0.05291177028017967,0.05713372560490215,3.0094428688536587,1.7330341034100376,-16.23087458746876,-33.845439911988926,-98.70169900990295,-8.709743454349853,0.5699718371832571,31.044401,-103.534958
0.40973057305730565,907.38,20.283,0.08162555777072922,0.03832556308326491,3.011136929487171,1.5522105798794341,-19.13799174037196,-32.88311478205691,-99.30844260897155,-9.919774565700207,0.4413959042954061,31.044401,-103.534958
0.44387478747874776,907.38,20.283,0.07957817428320217,0.021946495183048618,3.013184312974698,1.259641526895308,-22.150716542267993,-31.544125981214226,-99.97793700939289,-11.091389766437555,0.31419196821535134,31.044401,-103.534958
0.4780190019001899,907.0792912326923,23.118506788201778,0.10355249883534103,0.015396278960889513,3.0156559634411284,1.4339630105882626,-25.308385051029866,-30.578416071956877,-100.73703129242092,-12.161843809389293,0.20386749389138703,31.044401,-103.534958
0.5121632163216321,906.87,25.092,0.1260866987341719,0.014113685758523255,3.018444885802992,1.5210682068197066,-28.21689293637105,-30.00551150409322,-101.61991834478447,-13.33090638476687,0.0730894854177737,31.044401,-103.534958
0.5463074307430742,906.87,25.092,0.1438306889594062,0.02298568087114041,3.0218571916155366,1.3958727539409157,-30.602301485072285,-30.2150632514251,-102.75136388149653,-14.710064849634833,-0.10097905869177495,31.044401,-103.534958
0.5804516451645163,906.5506447991703,28.066754106240666,0.16895802777429403,-0.004322631223641467,3.0289907135577994,1.1704543135181869,-30.61730161884048,-38.474689677962395,-103.67900377051494,-18.39061974846868,-1.0368631983890455,31.044401,-103.534958
0.6145958595859584,906.1673934128073,31.63669325970932,0.19556261765669516,-0.03886985352239053,3.03686877172686,0.9249833842361173,-30.1580334285708,-48.34496488655538,-104.56586648275983,-22.531635141286458,-2.1251704409867114,31.044401,-103.534958
0.6487400740074006,905.7841420264444,35.206632413177985,0.2221672075390964,-0.0734170758211397,3.0447468298959204,0.6795124549540469,-29.69876523830112,-58.2152400951484,-105.45272919500474,-26.67265053410425,-3.2134776835843804,31.044401,-103.534958
0.6828842884288427,905.4008906400815,38.77657156664664,0.24877179742149752,-0.10796429811988877,3.0526248880649813,0.4340415256719774,-29.239497048031442,-68.08551530374139,-106.33959190724963,-30.813665926922027,-4.301784926182046,31.044401,-103.534958
0.7170285028502849,905.0176392537185,42.34651072011529,0.2753763873038987,-0.1425115204186378,3.060502946234042,0.1885705963899078,-28.780228857761763,-77.95579051233437,-107.22645461949452,-34.954681319739805,-5.390092168779712,31.044401,-103.534958
0.7511727172717271,904.6343878673555,45.91644987358396,0.3019809771862999,-0.17705874271738697,3.0683810044031024,-0.05690033289216245,-28.320960667492084,-87.8260657209274,-108.11331733173942,-39.09569671255759,-6.4783994113773815,31.044401,-103.534958
0.7853169316931692,904.2511364809925,49.48638902705261,0.328585567068701,-0.21160596501613604,3.076259062572163,-0.30237126217423205,-27.861692477222405,-97.69634092952037,-109.00018004398432,-43.23671210537537,-7.566706653975047,31.044401,-103.534958
0.8194611461146113,903.8678850946295,53.05632818052126,0.3551901569511022,-0.2461531873148851,3.0841371207412234,-0.5478421914563016,-27.402424286952726,-107.56661613811336,-109.88704275622922,-47.377727498193146,-8.655013896572713,31.044401,-103.534958
0.8536053605360534,903.4846337082665,56.626267333989915,0.38179474683350334,-0.2807004096136342,3.092015178910284,-0.7933131207383712,-26.943156096683047,-117.43689134670635,-110.77390546847411,-51.51874289101092,-9.74332113917038,31.044401,-103.534958
0.8877495749574955,903.1013823219037,60.19620648745857,0.40839933671590445,-0.31524763191238325,3.0998932370793444,-1.0387840500204408,-26.48388790641337,-127.30716655529933,-111.660768180719,-55.6597582838287,-10.831628381768045,31.044401,-103.534958
0.9218937893789377,902.7181309355407,63.76614564092723,0.43500392659830567,-0.3497948542111324,3.107771295248405,-1.2842549793025109,-26.02461971614369,-137.17744176389238,-112.54763089296391,-59.80077367664649,-11.919935624365715,31.044401,-103.534958
0.9560380038003798,902.3348795491777,67.33608479439587,0.4616085164807068,-0.38434207650988145,3.115649353417466,-1.5297259085845805,-25.56535152587401,-147.04771697248535,-113.4344936052088,-63.94178906946427,-13.00824286696338,31.044401,-103.534958
0.990182218221822,901.9516281628147,70.90602394786453,0.488213106363108,-0.4188892988086305,3.1235274115865264,-1.77519683786665,-25.106083335604332,-156.91799218107832,-114.3213563174537,-68.08280446228206,-14.096550109561045,31.044401,-103.534958
1.0243264326432642,901.5683767764517,74.4759631013332,0.5148176962455092,-0.4534365211073797,3.131405469755587,-2.0206677671487205,-24.64681514533465,-166.78826738967135,-115.2082190296986,-72.22381985509985,-15.184857352158716,31.044401,-103.534958
1.0584706470647063,901.1851253900887,78.04590225480186,0.5414222861279103,-0.48798374340612877,3.1392835279246474,-2.26613869643079,-24.187546955064974,-176.65854259826435,-116.0950817419435,-76.36483524791763,-16.27316459475638,31.044401,-103.534958
1.0926148614861484,900.7506559479432,82.09620598142565,0.5648319703948479,-0.5253512998961312,3.1470472085684884,-2.4683360492890962,-23.63126018483411,-186.92088466303326,-116.87445562202842,-80.77894311002848,-17.448688104113756,31.044401,-103.534958
1.1267590759075905,899.2844632110204,95.82284967326441,0.5238843006443071,-0.6195309403223749,3.1525068978685606,-1.7988416488677554,-21.120656183254084,-205.08092027446213,-115.48860221315626,-90.69415518026855,-20.38107357795923,31.044401,-103.534958
1.1609032903290326,897.7583482792658,110.13407452973743,0.46528350120442175,-0.6836939630839459,3.157084980216239,-1.0624238349727624,-19.387393368961867,-221.4134319025121,-113.60277942608113,-100.41642190148968,-23.219766272935225,31.044401,-103.534958
1.1950475047504747,896.1839206142796,124.91662247339677,0.3924497293613153,-0.7236558555996326,3.1609522601371123,-0.27204850114436163,-18.280867901602107,-236.27248817848601,-111.31385245931408,-109.98312494214865,-25.98291843999931,31.044401,-103.534958
1.2291917191719168,896.14,125.329,0.23465121308663087,-0.9794875454322454,3.1636136956261094,1.0413457534494883,-19.659082417682516,-255.3182008560244,-107.84315184346983,-119.6814583156883,-28.527459878075163,31.044401,-103.534958
1.2633359335933592,895.5440749172864,130.92170068191987,0.15831152982006705,-1.0942481388106233,3.165710696711782,2.6552902113871952,-21.1498956562424,-270.1441037692581,-103.42067773440294,-129.98463873845634,-30.86015601561494,31.044401,-103.534958
